ASS_NR;IFOPT
1448;de:05314:67677
1449;de:05378:37440
1451;de:05374:46348
1452;de:05362:85358
1453;de:05314:64232
1454;de:05314:64233
1455;de:05314:64235
1456;de:05314:64234
1457;de:05362:85355
1458;de:05314:64245
1459;de:05314:61258
1460;de:05314:64213
1461;de:05382:53734
1462;de:05382:53733
1463;de:05382:53732
1464;de:05362:85356
1465;de:05382:53730
1466;de:05382:53941
1467;de:05314:62455
1468;de:05314:64556
1469;de:05382:51342
1470;de:05382:51341
1471;de:05382:51334
1472;de:05382:51333
1473;de:05382:51332
1474;de:05382:51331
1475;de:05374:49144
1476;de:05382:51335
1477;de:05382:51336
1478;de:05382:51337
1479;de:05382:51338
1480;de:05382:51140
1481;de:05382:51139
1482;de:05382:51138
1483;de:05382:51137
1484;de:05382:51136
1485;de:05382:51135
1486;de:05382:51151
1487;de:05382:51133
1488;de:05382:51131
1489;de:05382:51101
1490;de:05382:51132
1491;de:05382:51134
1492;de:05382:51435
1493;de:05362:84541
1494;de:05158:19657
1495;de:05362:84299
1496;de:05366:79450
1497;de:05122:13634
1498;de:05122:13826
1499;de:05374:43644
1500;de:05314:65115
1501;de:05314:65116
1502;de:05314:65145
1503;de:05314:65117
1504;de:05314:65101
1505;de:05314:65432
1506;de:05314:65131
1507;de:05314:65138
1508;de:05314:65439
1509;de:05314:65440
1510;de:05314:65248
1511;de:05314:65249
1512;de:05314:65206
1513;de:05314:65146
1514;de:05314:65247
1515;de:05314:68154
1516;de:05158:19485
1517;de:05158:19487
1518;de:05366:78478
1519;de:05314:66736
1520;de:05314:68153
1521;de:05314:68206
1522;de:05314:65207
1523;de:05314:65250
1524;de:05314:68151
1525;de:05314:68152
1526;de:05120:12145
1527;de:05122:13731
1528;de:05314:65442
1529;de:05314:61828
1530;de:05314:65433
1531;de:05314:65434
1532;de:05314:65435
1533;de:05314:65436
1534;de:05314:65437
1535;de:05314:65441
1536;de:05314:64214
1537;de:05382:58493
1538;de:05316:22141
1539;de:05316:23260
1540;de:05314:65342
1541;de:05316:21151
1542;de:05314:68742
1543;de:05314:65344
1544;de:05314:68635
1545;de:05366:73759
1546;de:05374:48553
1547;de:05374:45138
1548;de:05314:68674
1549;de:05314:68678
1550;de:05314:68340
1551;de:05314:68341
1552;de:05314:68348
1553;de:05314:68349
1554;de:05314:68350
1555;de:05314:68675
1556;de:05314:68676
1557;de:05314:68677
1558;de:05314:68638
1559;de:05314:68639
1560;de:05314:68457
1561;de:05314:68459
1562;de:05314:68460
1563;de:05314:68451
1564;de:05314:68461
1565;de:05314:68454
1566;de:05314:68456
1567;de:05314:68453
1568;de:05314:68452
1569;de:05378:34187
1570;de:05314:68562
1571;de:05314:68568
1572;de:05314:68567
1573;de:05314:68565
1574;de:05314:68566
1575;de:05314:68563
1576;de:05382:68569
1577;de:07138:020216
1578;de:05122:13999
1579;de:05316:22247
1580;de:05314:68743
1581;de:05314:68744
1582;de:05314:68745
1583;de:05314:68746
1584;de:05314:68715
1585;de:05314:65517
1586;de:05314:65516
1587;de:05314:68747
1588;de:07138:020098
1590;de:05162:20148
1591;de:05314:68812
1592;de:05314:68811
1593;de:05314:68810
1594;de:05162:20149
1595;de:05316:22249
1596;de:05158:19912
1597;de:05378:35642
1598;de:05374:42838
1599;de:05378:31147
1600;de:05366:77142
1601;de:05314:66172
1602;de:05362:82440
1603;de:05314:66276
1604;de:05314:66179
1605;de:05314:66180
1606;de:05362:82441
1607;de:05314:66173
1608;de:05378:31148
1609;de:05378:31149
1610;de:05314:66468
1611;de:05314:66469
1612;de:05366:78479
1613;de:05378:31633
1615;de:05378:34156
1616;de:05366:78341
1617;de:05366:78342
1618;de:05362:82442
1619;de:05366:76836
1621;de:05314:66843
1622;de:05314:66858
1624;de:05362:82437
1625;de:05314:66171
1626;de:05366:79841
1627;de:05366:77140
1628;de:05366:78547
1629;de:05316:23132
1630;de:05378:31251
1631;de:05314:66560
1632;de:05314:66563
1633;de:05314:66564
1634;de:05314:66565
1635;de:05314:66567
1636;de:05314:66562
1637;de:05314:66561
1638;de:05314:66559
1639;de:05366:78184
1640;de:05314:66737
1641;de:05314:66738
1642;de:05314:66739
1643;de:05314:66754
1646;de:05314:66750
1647;de:05362:82439
1648;de:05314:66766
1649;de:05362:82160
1650;de:05314:66631
1651;de:05314:66648
1652;de:05362:82159
1653;de:05314:66647
1654;de:05362:82140
1655;de:05314:66613
1656;de:05378:31636
1657;de:05366:72335
1658;de:05366:72336
1659;de:05366:72337
1660;de:05314:66733
1661;de:05314:66734
1662;de:05314:66835
1663;de:05314:66836
1664;de:05314:66840
1665;de:05314:67732
1666;de:05366:72338
1667;de:05366:72339
1668;de:05366:72040
1669;de:05366:72041
1670;de:05314:66841
1671;de:05314:66844
1672;de:05362:82460
1673;de:05314:66856
1674;de:05366:72042
1675;de:05366:72043
1676;de:05366:72438
1677;de:05366:72736
1678;de:05366:72737
1679;de:05366:72835
1680;de:05314:66392
1681;de:05314:66391
1682;de:05314:66389
1683;de:05314:66388
1684;de:05314:66387
1685;de:05314:66185
1686;de:05314:66386
1687;de:05314:66390
1688;de:05366:72836
1689;de:05366:72837
1690;de:05382:52501
1691;de:05382:52531
1692;de:05362:86153
1693;de:05378:34177
1694;de:05382:52545
1695;de:05382:52741
1696;de:05378:34175
1697;de:05122:13823
1698;de:05374:43745
1699;de:05158:19672
1700;de:05378:31554
1701;de:05382:59181
1702;de:05314:66278
1703;de:05314:62675
1705;de:05314:66293
1706;de:05314:66281
1707;de:05314:66282
1709;de:05382:57497
1710;de:05314:66846
1711;de:05314:66845
1712;de:05314:66855
1713;de:05314:67231
1714;de:05314:67232
1715;de:05314:67234
1716;de:05314:67247
1717;de:05314:67246
1718;de:05314:66174
1719;de:05314:66875
1720;de:05314:67672
1721;de:05314:67673
1722;de:05314:67674
1723;de:05314:67675
1724;de:05382:56346
1725;de:05122:13848
1726;de:05122:13752
1727;de:05382:59752
1728;de:05314:66849
1729;de:05314:67233
1730;de:05314:67770
1731;de:05314:67165
1732;de:05314:67150
1733;de:05382:59348
1734;de:05374:46132
1735;de:05314:67552
1737;de:05314:67768
1738;de:05314:67767
1740;de:05314:67161
1741;de:05314:67162
1742;de:05314:67148
1743;de:05314:67176
1744;de:05314:67163
1745;de:05314:67564
1746;de:05314:67769
1747;de:05374:43754
1748;de:05334:4873
1749;de:05314:67460
1750;de:05314:67553
1751;de:05314:67554
1752;de:05314:68342
1753;de:05314:67455
1754;de:05314:67459
1755;de:05314:67443
1756;de:05314:67444
1757;de:05314:67458
1758;de:05314:67456
1759;de:05314:67445
1760;de:05314:67335
1761;de:05334:4857
1762;de:05314:67301
1763;de:05314:67336
1764;de:05314:67338
1765;de:05314:67339
1766;de:05314:67337
1767;de:05314:67341
1768;de:05334:4793
1769;de:05314:67342
1770;de:05382:56510
1771;de:05334:4809
1772;de:05334:4811
1773;de:05334:4807
1774;de:05382:56511
1775;de:05334:4799
1776;de:05382:56413
1777;de:05382:56513
1778;de:05382:56411
1779;de:05382:56412
1780;de:05334:4792
1781;de:05382:56201
1782;de:05382:56232
1783;de:05382:56233
1784;de:05382:56234
1785;de:05382:56153
1786;de:05382:56152
1787;de:05382:56151
1788;de:05382:56111
1789;de:05334:4812
1790;de:05382:56149
1791;de:05382:56148
1792;de:05382:56147
1793;de:05382:56146
1794;de:05382:56145
1795;de:05382:56144
1796;de:05382:56142
1797;de:05382:56101
1798;de:05382:56143
1799;de:05382:56150
1800;de:05382:55810
1801;de:05382:55811
1802;de:05382:55812
1803;de:05382:55709
1804;de:07138:020562
1805;de:05382:55710
1806;de:05382:55711
1807;de:05382:55712
1808;de:05382:55762
1809;de:05382:55936
1810;de:05382:56647
1811;de:05382:55101
1812;de:05382:55211
1813;de:05382:58369
1814;de:05362:88385
1815;de:05362:87266
1816;de:05382:58360
1817;de:05158:19357
1818;de:05382:55941
1819;de:05362:83558
1820;de:05382:55963
1821;de:05382:55962
1822;de:05382:55961
1823;de:05382:55901
1824;de:05382:55935
1825;de:05382:55934
1826;de:05382:55933
1827;de:05382:55932
1828;de:05382:55931
1829;de:05382:55942
1830;de:05362:83555
1831;de:05382:52237
1832;de:05382:52232
1833;de:05382:52231
1834;de:05382:52233
1835;de:05382:52236
1836;de:05382:52238
1837;de:05382:52240
1838;de:05158:19506
1839;de:05382:52135
1840;de:05366:71332
1841;de:05362:83456
1842;de:05382:52131
1843;de:05366:71331
1844;de:05382:52139
1845;de:05382:52141
1846;de:05382:52138
1847;de:05382:52331
1848;de:05382:52332
1849;de:05362:88536
1850;de:07137:1850
1851;de:05362:83341
1852;de:05382:52241
1853;de:05382:52436
1854;de:05382:52435
1855;de:05382:52434
1856;de:05382:52433
1857;de:05382:52401
1858;de:05158:19654
1859;de:05382:52137
1860;de:05366:72634
1861;de:05366:72631
1862;de:05315:17203
1863;de:05366:72534
1864;de:07137:030487
1865;de:05366:72533
1866;de:05366:72532
1867;de:05366:72531
1868;de:05362:83342
1870;de:05362:83457
1871;de:05362:83343
1872;de:05362:83557
1873;de:05362:83941
1874;de:05362:83942
1875;de:05362:83943
1876;de:05362:83643
1877;de:05362:83944
1878;de:05362:83644
1880;de:05366:78273
1881;de:05362:89339
1882;de:05362:89338
1883;de:05362:84599
1885;de:05362:83945
1886;de:05366:77236
1887;de:05374:42342
1888;de:05374:42352
1889;de:05382:51639
1890;de:05374:42652
1892;de:05382:52553
1893;de:05374:45450
1894;de:05362:88733
1895;de:05362:87152
1896;de:05382:51640
1897;de:05362:89149
1899;de:05366:73941
1900;de:05382:52941
1901;de:05378:37538
1902;de:05366:79638
1906;de:05366:79639
1907;de:05378:31543
1908;de:05382:51237
1909;de:05362:81255
1910;de:05382:52833
1911;de:05378:34163
1912;de:05382:51231
1913;de:05362:81736
1914;de:05362:81737
1915;de:05362:87270
1916;de:05362:82154
1917;de:05362:82155
1918;de:05362:85255
1919;de:05362:85160
1920;de:05362:85458
1921;de:05362:85459
1924;de:05374:41651
1925;de:05374:41652
1926;de:05374:41653
1927;de:05362:85460
1928;de:05362:85461
1930;de:05362:83651
1931;de:05382:51531
1933;de:07138:020014
1934;de:05382:51738
1935;de:05382:55337
1936;de:05382:56631
1937;de:05366:73141
1938;de:05382:51543
1941;de:05366:74733
1942;de:05316:21144
1952;de:07131:080291
1953;de:05362:81135
1955;de:05362:81134
1957;de:05314:69378
1958;de:05314:65229
1959;de:05378:34161
1960;de:05374:43941
1961;de:05374:45242
1962;de:05362:87533
1963;de:05362:87443
1965;de:05362:88355
1967;de:05366:73236
1968;de:05362:88143
1969;de:05382:56645
1970;de:05382:58152
1971;de:05382:58150
1973;de:05382:58155
1974;de:05382:58246
1975;de:05382:58247
1976;de:05314:63248
1977;de:05382:58248
1978;de:05382:58156
1979;de:05382:58157
1980;de:05382:58158
1981;de:05382:58159
1982;de:05382:58249
1983;de:05382:58160
1987;de:07131:080021
1989;de:07131:080023
1995;de:05382:58161
1996;de:05382:58162
1997;de:05382:58163
1998;de:05382:58164
2000;de:05120:12010
2001;de:05382:58166
2002;de:05382:58167
2003;de:05382:58168
2004;de:05382:58350
2005;de:05382:58170
2006;de:05162:20024
2007;de:05382:58169
2008;de:05382:58171
2009;de:05382:58172
2010;de:05382:58173
2011;de:05382:58174
2012;de:05382:54133
2013;de:05382:58175
2015;de:05382:58176
2016;de:05382:58250
2018;de:05382:54531
2019;de:05382:54532
2020;de:05382:54533
2021;de:05382:54631
2022;de:05382:54632
2023;de:05382:54633
2024;de:05382:54634
2025;de:05382:54635
2026;de:05382:54641
2027;de:05382:54331
2028;de:05382:54341
2029;de:05382:54832
2030;de:05382:54801
2031;de:05382:54833
2032;de:05382:54835
2033;de:05382:54838
2034;de:05382:54836
2035;de:05382:54841
2036;de:05382:54842
2037;de:05382:54844
2038;de:05382:54843
2039;de:05382:54845
2040;de:05382:54734
2041;de:05382:54733
2043;de:05382:54735
2044;de:05382:54736
2045;de:05382:54643
2046;de:05382:54642
2047;de:05382:54651
2048;de:05382:54652
2049;de:05382:54653
2050;de:05382:54654
2051;de:05382:54655
2052;de:05382:54656
2053;de:05382:58668
2054;de:05158:34600
2055;de:05382:54739
2056;de:05382:54737
2057;de:05382:54699
2058;de:05382:54636
2059;de:05382:54645
2060;de:05382:54750
2062;de:05382:51141
2064;de:05382:52538
2065;de:05382:51441
2066;de:05382:54702
2067;de:05382:54745
2068;de:05382:54743
2069;de:05382:54742
2070;de:05382:54741
2071;de:05382:54701
2072;de:05382:54732
2073;de:05382:54730
2074;de:05382:53350
2075;de:05382:57541
2076;de:05382:54753
2077;de:05382:57545
2078;de:05382:54757
2079;de:05382:57546
2080;de:05382:57547
2081;de:05382:54799
2082;de:05382:54761
2083;de:05382:54758
2084;de:05382:54762
2085;de:05382:54763
2086;de:05382:54764
2087;de:05382:57548
2088;de:05382:54931
2089;de:05382:54932
2091;de:05382:59746
2092;de:05382:59747
2093;de:05382:54754
2096;de:05382:54759
2097;de:05382:54769
2098;de:05382:54760
2099;de:05382:55138
2100;de:05382:55137
2101;de:05382:55136
2102;de:05382:55135
2103;de:05382:55161
2105;de:05382:55132
2106;de:05382:54771
2107;de:05382:54772
2108;de:05382:54773
2109;de:05382:55949
2110;de:05382:55732
2111;de:05382:55938
2112;de:05382:55733
2113;de:05366:72340
2114;de:05382:55939
2115;de:05382:55937
2116;de:05382:55730
2117;de:05382:55631
2118;de:05382:55632
2119;de:05382:55651
2120;de:05382:55661
2121;de:05382:55662
2122;de:05382:55663
2123;de:05382:57943
2124;de:05382:57941
2125;de:05382:55641
2126;de:05382:55752
2127;de:05382:55753
2128;de:05382:55637
2129;de:05382:55636
2130;de:05382:55634
2131;de:05382:55633
2132;de:05382:56632
2133;de:05382:56633
2134;de:05382:56634
2135;de:05382:56935
2136;de:05382:56934
2137;de:05382:56933
2138;de:05382:56932
2139;de:05366:72439
2140;de:05382:56931
2141;de:05382:56981
2142;de:05382:56639
2143;de:05382:56640
2144;de:05382:56641
2145;de:05382:56642
2146;de:05382:56643
2147;de:05382:56644
2148;de:05382:56731
2149;de:05382:56732
2150;de:05382:56733
2151;de:05382:56734
2152;de:05382:56735
2153;de:05382:56736
2154;de:05382:56737
2155;de:05382:56843
2156;de:05382:56842
2157;de:05382:56841
2158;de:05366:72454
2159;de:05382:56982
2160;de:05382:56756
2161;de:05382:56755
2162;de:05382:56741
2163;de:05382:56742
2164;de:05382:56743
2165;de:05382:56744
2166;de:05382:56535
2167;de:05382:56536
2168;de:05382:56635
2169;de:05382:56636
2170;de:05382:56637
2171;de:05382:56638
2172;de:05382:56652
2173;de:05382:56653
2174;de:05382:56654
2175;de:05382:56537
2176;de:05382:56538
2177;de:05382:56539
2178;de:05382:56540
2179;de:05382:56501
2180;de:05382:56552
2181;de:05382:56430
2182;de:05382:56401
2183;de:05382:56442
2184;de:05382:56443
2185;de:05382:56851
2186;de:05382:56840
2187;de:05382:56761
2188;de:05382:56983
2189;de:05382:56333
2190;de:05382:56331
2191;de:05382:56332
2192;de:05382:56752
2193;de:05382:56751
2194;de:05382:56998
2195;de:05382:56997
2196;de:05366:72650
2197;de:05366:72838
2198;de:05382:56941
2199;de:05382:56951
2200;de:05382:55871
2201;de:05382:56952
2202;de:05382:56953
2203;de:05382:56954
2204;de:05382:56955
2205;de:05366:78183
2206;de:05382:54780
2207;de:05382:56957
2208;de:05382:56956
2209;de:05382:56958
2210;de:05382:56959
2211;de:05382:56946
2212;de:05382:56947
2213;de:05382:56948
2214;de:05382:56961
2215;de:05382:56960
2216;de:05382:56970
2219;de:05382:56965
2220;de:05382:56964
2221;de:05382:56963
2222;de:05382:56962
2223;de:05382:56969
2224;de:07138:020561
2225;de:07138:020563
2226;de:05382:55143
2227;de:05382:55144
2228;de:05382:55142
2229;de:05382:55141
2230;de:05382:55140
2231;de:05362:83192
2232;de:05122:13030
2233;de:05382:55171
2234;de:05382:55172
2235;de:05382:55173
2237;de:05382:55176
2238;de:05382:55177
2239;de:05382:55178
2240;de:05362:83264
2241;de:05382:55180
2242;de:05382:55175
2243;de:05382:57101
2244;de:05382:57132
2245;de:05362:83699
2246;de:05382:57134
2247;de:05382:57135
2248;de:05382:57136
2249;de:05382:57137
2250;de:05382:57138
2251;de:05382:55672
2252;de:05382:55671
2253;de:05382:55162
2254;de:05382:55163
2255;de:05382:55331
2256;de:05382:55333
2257;de:05382:55431
2258;de:05382:55432
2259;de:05382:55433
2260;de:05382:55434
2261;de:05382:55435
2262;de:05382:55436
2263;de:05382:55332
2264;de:05382:55531
2265;de:05382:55532
2266;de:05382:55533
2267;de:05382:55534
2268;de:05382:55535
2269;de:05382:55536
2270;de:05382:55334
2271;de:05382:55635
2272;de:05382:55630
2273;de:05382:55738
2274;de:05382:55737
2275;de:05382:55872
2276;de:05382:55873
2277;de:05382:55874
2278;de:05382:55875
2281;de:05362:83796
2282;de:05162:20157
2283;de:05382:55237
2284;de:05362:83958
2285;de:05382:55235
2286;de:05382:55234
2287;de:05362:83960
2288;de:05382:55150
2289;de:05382:55151
2290;de:05382:55152
2291;de:05382:55153
2292;de:05382:55154
2293;de:05382:55155
2294;de:05382:55156
2295;de:05382:55157
2296;de:05382:55158
2298;de:05382:55868
2299;de:05382:55867
2300;de:05382:55861
2301;de:05382:55851
2302;de:05362:84494
2303;de:05382:55852
2304;de:05314:68333
2305;de:05314:68332
2306;de:05314:65360
2307;de:05314:68335
2308;de:05314:68636
2309;de:05314:68637
2310;de:05314:68331
2311;de:05382:55664
2312;de:05314:68334
2313;de:05314:68458
2314;de:05382:55866
2315;de:05382:55865
2316;de:05382:55864
2317;de:05382:55863
2318;de:05382:57933
2319;de:05382:57932
2320;de:05382:57931
2321;de:05382:57142
2322;de:05382:57141
2323;de:05382:55638
2324;de:05382:55741
2325;de:05362:84495
2326;de:05362:84497
2327;de:05382:56651
2328;de:05382:57951
2329;de:05382:57952
2330;de:05382:57831
2331;de:05382:57832
2332;de:05382:57836
2333;de:05382:57837
2334;de:05382:57838
2335;de:05382:56945
2336;de:05382:56944
2337;de:05382:56943
2338;de:05162:20163
2339;de:05120:12014
2340;de:05382:57833
2341;de:05382:55853
2342;de:05382:57452
2343;de:05382:57451
2344;de:05382:57471
2345;de:05382:57472
2346;de:05382:57479
2347;de:05382:57145
2348;de:05382:57146
2349;de:05382:57151
2350;de:05382:57152
2351;de:05382:57153
2352;de:05382:57154
2353;de:05382:57445
2354;de:05382:57447
2355;de:05382:57448
2356;de:05382:57449
2357;de:05382:57450
2358;de:05382:57499
2359;de:05122:13763
2360;de:05122:13861
2361;de:05162:20152
2362;de:05158:19675
2363;de:05120:12135
2364;de:05122:13721
2365;de:05120:12017
2366;de:05120:12018
2367;de:05382:57531
2368;de:05382:57533
2369;de:05382:57549
2370;de:05382:57532
2371;de:05382:57534
2372;de:05382:57147
2373;de:05382:57148
2374;de:05382:57731
2375;de:05382:57733
2376;de:05382:57734
2377;de:05382:57641
2378;de:05382:57642
2379;de:05382:57639
2380;de:05382:57638
2381;de:05382:57636
2382;de:05382:57637
2383;de:05382:57635
2384;de:05382:57634
2385;de:05382:57633
2386;de:05382:57632
2387;de:05382:57631
2388;de:05358:4481
2389;de:05122:13833
2390;de:05120:12019
2391;de:05382:57643
2392;de:05362:84771
2393;de:05362:84772
2394;de:05382:57535
2395;de:05382:57181
2396;de:05382:57182
2397;de:05382:57232
2398;de:05382:57251
2399;de:05382:57253
2400;de:05382:57255
2401;de:05382:59431
2402;de:05382:59432
2403;de:05382:59433
2404;de:05382:59531
2405;de:05382:59532
2406;de:05382:59533
2407;de:05382:59534
2408;de:05382:59536
2409;de:05382:59630
2410;de:05382:59631
2411;de:05382:59632
2412;de:05382:59633
2413;de:05374:45331
2414;de:05374:45332
2415;de:05374:45333
2416;de:05374:46236
2417;de:05374:46237
2418;de:05374:46238
2419;de:05374:46239
2420;de:05374:46231
2421;de:05374:46232
2422;de:05374:46240
2423;de:05374:46241
2424;de:05374:46242
2425;de:05374:46243
2426;de:05374:46139
2427;de:05362:85149
2428;de:05374:46131
2429;de:05374:46133
2430;de:05374:46134
2431;de:05374:46136
2432;de:05374:46135
2433;de:05374:46199
2434;de:05382:57254
2435;de:05382:59441
2436;de:05382:59442
2437;de:05382:59443
2438;de:05382:59447
2439;de:05382:59450
2440;de:05382:59451
2441;de:05382:59452
2442;de:05382:59453
2443;de:05382:59454
2444;de:05382:59455
2446;de:05382:59446
2447;de:05382:59445
2448;de:05382:59444
2449;de:05382:59563
2450;de:05382:59562
2451;de:05382:59561
2452;de:05362:85451
2453;de:05362:85455
2454;de:05378:37153
2455;de:05378:37154
2458;de:05382:59134
2459;de:05382:59133
2460;de:05382:59132
2461;de:05382:59101
2462;de:05382:57183
2463;de:05382:57261
2464;de:05382:57262
2465;de:05382:57263
2466;de:05382:57264
2467;de:05382:57265
2468;de:05382:57266
2469;de:05382:57267
2470;de:05382:57268
2471;de:05382:57269
2472;de:05382:57270
2473;de:05382:59541
2474;de:05382:59542
2475;de:05382:59543
2476;de:05382:59544
2477;de:05382:59545
2478;de:05382:59546
2479;de:05382:59353
2480;de:05382:59352
2481;de:05382:59351
2482;de:05382:59347
2483;de:05382:59346
2484;de:05382:59345
2485;de:05382:59344
2486;de:05382:59343
2487;de:05382:59342
2488;de:05382:59341
2489;de:05382:59331
2490;de:05382:59354
2491;de:05382:59355
2492;de:05382:59361
2493;de:05382:59364
2494;de:05382:59645
2495;de:05378:37157
2496;de:05382:59643
2498;de:05382:59641
2499;de:05382:59548
2500;de:05382:59547
2502;de:05382:56938
2503;de:05382:56937
2504;de:05382:56936
2505;de:05382:55670
2506;de:05122:13792
2507;de:05382:57139
2508;de:05382:54552
2509;de:05382:54551
2510;de:05120:12164
2511;de:05314:68679
2512;de:05382:57289
2513;de:05314:63673
2514;de:05314:63698
2516;de:05314:69141
2517;de:05314:67771
2518;de:05314:67772
2519;de:05314:69165
2520;de:05314:69233
2522;de:05120:12023
2523;de:05314:62676
2524;de:05314:62677
2525;de:05314:62578
2526;de:05314:63149
2527;de:05314:63150
2528;de:05314:63668
2529;de:05314:63670
2530;de:05314:63480
2531;de:05314:64760
2532;de:05314:64770
2533;de:05314:64480
2534;de:05314:64689
2535;de:05314:68330
2536;de:05314:69164
2537;de:05382:55943
2538;de:05382:55944
2539;de:05382:56140
2540;de:05382:56138
2542;de:05314:67457
2543;de:05382:51737
2544;de:05366:72437
2545;de:05316:21155
2546;de:05378:33163
2547;de:05378:35155
2549;de:05120:12603
2550;de:05374:45753
2551;de:05374:45754
2553;de:05314:68570
2554;de:05314:64678
2555;de:05314:68235
2556;de:05374:45755
2557;de:05382:58666
2558;de:05366:71137
2559;de:05366:71233
2560;de:05366:71234
2562;de:05378:37162
2563;de:05382:54767
2564;de:05316:21141
2567;de:05382:53153
2570;de:07138:020028
2571;de:07138:020030
2572;de:05374:46660
2573;de:05378:37149
2574;de:05366:71235
2575;de:05362:83854
2576;de:05314:61677
2577;de:05314:63676
2579;de:05378:37346
2580;de:05362:81146
2582;de:05158:19689
2583;de:05122:13990
2584;de:05366:72343
2585;de:05314:63599
2588;de:05362:86636
2590;de:05362:81256
2594;de:05366:75243
2602;de:05315:11351
2606;de:05362:82458
2607;de:05362:82457
2608;de:05315:13746
2612;de:05362:82432
2615;de:05366:78645
2616;de:05366:78646
2617;de:05378:37734
2618;de:05382:57180
2619;de:05316:23170
2620;de:05366:79440
2621;de:05378:36630
2622;de:05158:19787
2623;de:05378:31275
2625;de:05366:79441
2626;de:05374:42335
2627;de:05366:76134
2628;de:05378:38153
2629;de:05378:37736
2630;de:05378:38154
2631;de:05378:37839
2632;de:05374:46148
2633;de:05366:79334
2634;de:05362:87239
2636;de:05122:13658
2637;de:05316:22146
2640;de:05362:89334
2641;de:05362:88533
2642;de:05362:88872
2645;de:05358:5838
2646;de:05358:5883
2647;de:05378:37847
2648;de:05362:89356
2649;de:05362:88863
2650;de:05382:55139
2651;de:05366:71334
2652;de:05382:55964
2653;de:05382:54738
2654;de:05382:54846
2655;de:05378:37848
2656;de:05382:54840
2657;de:05382:54837
2659;de:05378:34741
2660;de:05378:34742
2661;de:05378:34743
2662;de:05378:34744
2664;de:05382:54751
2665;de:05382:55164
2666;de:05382:54860
2667;de:05314:61116
2668;de:05382:54659
2669;de:05382:54658
2671;de:05382:54744
2672;de:05382:54766
2673;de:05314:62238
2674;de:05382:55543
2675;de:05382:56545
2676;de:05382:57149
2677;de:07138:020552
2678;de:07138:020566
2679;de:07138:020553
2680;de:05378:37851
2681;de:07138:020550
2682;de:07138:020549
2683;de:07138:020565
2684;de:07138:020092
2685;de:07138:020076
2687;de:07138:020077
2688;de:07138:020079
2689;de:07138:020557
2690;de:07138:020559
2691;de:07138:020545
2692;de:07138:020546
2693;de:07138:020558
2694;de:07138:020085
2695;de:07138:020088
2696;de:07138:020086
2697;de:07138:020100
2698;de:07138:020074
2699;de:05378:37852
2700;de:07138:020095
2701;de:07138:020084
2702;de:07138:020087
2703;de:07138:020097
2717;de:05382:57155
2718;de:05382:57156
2719;de:05382:57157
2720;de:05382:57735
2721;de:05378:37855
2722;de:07138:020547
2724;de:05314:63482
2725;de:07138:020554
2726;de:05382:57454
2727;de:05314:66755
2728;de:07138:020548
2730;de:05382:55336
2731;de:05382:55335
2733;de:05314:66756
2734;de:05382:59457
2735;de:05382:53655
2736;de:05382:54141
2737;de:05382:56112
2738;de:05314:64561
2739;de:05382:51153
2740;de:05382:51154
2741;de:05382:51155
2742;de:05314:69176
2743;de:05382:54770
2744;de:05382:59535
2745;de:05362:88189
2746;de:05362:83842
2747;de:05362:84152
2748;de:05382:53737
2749;de:05314:62475
2750;de:05382:51157
2751;de:05315:19553
2752;de:05382:56950
2753;de:05374:48137
2754;de:05362:88344
2755;de:05382:51158
2756;de:05362:88346
2757;de:05362:88343
2758;de:05314:66847
2759;de:05382:54778
2760;de:05362:87437
2761;de:05362:87436
2762;de:05362:82141
2763;de:05378:36336
2764;de:05382:58324
2765;de:05362:82142
2766;de:05362:82144
2767;de:05362:82157
2768;de:05362:82147
2769;de:05362:82143
2770;de:05362:88132
2771;de:05362:88133
2772;de:05362:88134
2773;de:05382:51339
2774;de:05362:88434
2775;de:05374:48138
2776;de:05382:51340
2777;de:05374:47344
2778;de:05362:88136
2779;de:07137:2779
2780;de:05374:48953
2781;de:05362:89840
2782;de:05374:48464
2783;de:05374:49351
2784;de:05374:49352
2785;de:05374:49353
2786;de:05374:49354
2787;de:05374:49241
2788;de:05374:49242
2789;de:05374:49243
2790;de:05374:49244
2791;de:05374:49245
2792;de:05374:49651
2793;de:05374:49638
2794;de:05374:49652
2795;de:05374:49145
2796;de:05374:49142
2797;de:05374:49143
2798;de:05374:49141
2799;de:05374:48355
2801;de:05362:87150
2802;de:05314:65347
2803;de:05382:54670
2804;de:05362:86451
2807;de:05315:17758
2808;de:05362:86132
2809;de:05315:17759
2810;de:05314:65137
2811;de:05362:86736
2812;de:05382:54639
2813;de:05366:74535
2814;de:05358:4475
2815;de:05366:71535
2816;de:05366:71536
2817;de:05366:72136
2818;de:05358:2299
2819;de:05120:12024
2820;de:05366:72133
2821;de:05366:72536
2822;de:05366:72535
2823;de:05382:52533
2824;de:05382:51735
2825;de:07138:020015
2826;de:07138:020020
2827;de:07138:020016
2828;de:07138:020026
2829;de:07138:020032
2830;de:05122:13835
2832;de:05382:52437
2833;de:07138:020034
2834;de:07138:020023
2835;de:07138:020025
2836;de:07138:020007
2837;de:07138:020008
2838;de:05382:53145
2839;de:07138:020035
2840;de:07138:020036
2841;de:05382:53146
2842;de:05382:53147
2843;de:05382:53148
2844;de:05382:53149
2845;de:07138:020021
2846;de:05382:53150
2847;de:05382:53248
2848;de:05382:53249
2853;de:07131:080058
2856;de:07131:080141
