EVA_NR;IFOPT;NAME
8011934;de:16063:8011934;Immelborn
8011935;de:16070:8011935;Ilmenau Pörlitzer Höhe
8011937;de:14523:904;Irfersgrün
8011939;de:13071:7118;Jabel(Meckl)
8011940;de:12067:900310007;Jacobsdorf(Mark)
8011944;de:12071:900445750;Jänschwalde
8011945;de:12071:900445751;Jänschwalde Ost
8011946;de:15081:8011946;Jävenitz
8011947;de:13073:11741;Jagdschloß
8011948;de:14521:30908;Jahnsdorf(Erzgeb)
8011951;de:13076:4253;Jasnitz
8011952;de:15091:8011952;Jeber-Bergfrieden
8011953;de:13073:2364;Jeeser
8011956;de:16053:8011956;Jena Paradies
8011957;de:16053:8011957;Jena West
8011958;de:16053:8011958;Jena-Zwätzen
8011959;de:14730:8011959;Jesewitz(Leipzig)
8011960;de:15091:8011960;Jessen(Elster)
8011961;de:15082:8011961;Jeßnitz(Anh)
8011962;de:12060:900350811;Joachimsthal
8011963;de:14523:1117;Jocketa
8011966;de:14523:1118;Jößnitz
8011967;de:14521:40342;Johanngeorgenstadt
8011968;de:12072:900245007;Altes Lager
8011970;de:14511:30417;Chemnitz Kinderwaldstätte
8011971;de:14511:30393;Chemnitz Mitte
8011974;de:14511:30377;Chemnitz-Borna Hp
8011975;de:14511:55975;Chemnitz Erfenschlag
8011977;de:14511:60818;Chemnitz-Harthau
8011978;de:14511:30106;Chemnitz-Reichenhain
8011979;de:14511:55979;Chemnitz-Schönau
8011980;de:14511:30435;Chemnitz-Siegmar
8011981;de:12061:900260012;Kablow
8011983;de:14730:8011983;Kämmereiforst
8011985;de:16074:8011985;Kahla(Thür)
8011988;de:14625:6201;Kamenz(Sachs)
8011991;de:13075:6228;Karlsburg
8011992;de:13075:4239;Karlshagen
8011993;de:15084:8011993;Karsdorf
8011994;de:12070:900215455;Karstädt
8011995;de:13074:5265;Kalsow
8011999;de:16073:8011999;Katzhütte
8012000;de:16073:8012000;Kaulsdorf(Saale)
8012002;de:13072:9000;Kavelstorf(Kr Rostock)
8012004;de:14521:52004;Kemtau
8012005;de:13073:387;Kenz
8012006;de:12071:900445801;Kerkwitz
8012007;de:16068:8012007;Kiebitzhöhe
8012009;de:13076:4669;Kirch-Jesar
8012011;de:12051:900275719;Kirchmöser
8012012;de:15084:8012012;Kirchscheidungen
8012014;de:15090:8012014;Kläden(Stendal)
8012015;de:12060:900350153;Klandorf
8012021;de:13075:2195;Klein Bünzow
8012033;de:16062:8012033;Kleinfurra
8012034;de:15084:8012034;Kleinjena
8012036;de:14625:6025;Kleinröhrsdorf
8012037;de:14522:52037;Kleinschirma
8012040;de:15091:8012040;Klieken
8012043;de:12071:900445122;Klinge
8012044;de:14628:1243;Klingenberg-Colmnitz
8012045;de:14523:666;Klingenthal
8012046;de:14730:8012046;Klitschmar
8012053;de:14522:55200;Klosterbuch
8012054;de:12060:900350154;Klosterfelde
8012059;de:14713:8012059;Knautnaundorf
8012061;de:14626:8645;Kodersdorf
8012064;de:16068:8012064;Kölleda
8012065;de:13075:4134;Kölpinsee
8012066;de:15086:8012066;Königsborn
8012067;de:14625:6101;Königsbrück
8012072;de:14628:3500;Königstein(Sächs Schw)
8012075;de:16073:8012075;Könitz(Thür)
8012079;de:14628:3113;Köttewitz
8012080;de:15088:8012080;Kötzschau
8012083;de:12071:900445884;Kolkwitz
8012084;de:12071:900445885;Kolkwitz Süd
8012086;de:13075:4136;Koserow
8012088;de:16076:8012088;Kraftsdorf
8012089;de:12067:900311233;Kraftwerk Finkenheerd
8012092;de:16071:8012092;Kranichfeld
8012093;de:13071:5787;Kratzeburg
8012096;de:12065:900203452;Kremmen
8012097;de:14730:8012097;Krensitz
8012098;de:14521:40496;Kretscham-Rothensehma
8012105;de:14628:3610;Krippen
8012107;de:16075:8012107;Krölpa-Ranis
8012108;de:13072:2480;Kröpelin
8012109;de:13072:2479;Kronskamp
8012113;de:14628:3912;Krumhermsdorf
8012114;de:15088:8012114;Krumpa
8012115;de:14625:7772;Kubschütz
8012117;de:14729:8012117;Kühren
8012127;de:13073:150;Kummerow(Stralsund)
8012129;de:12067:900310610;Kummersdorf(Storkow)
8012131;de:14626:9475;Kurort Jonsdorf
8012132;de:14626:9485;Kurort Jonsdorf Hst
8012134;de:14521:40533;Kurort Oberwiesenthal
8012135;de:14626:9495;Kurort Oybin
8012136;de:14626:9499;Kurort Oybin-Niederdorf
8012138;de:14628:3710;Kurort Rathen
8012141;de:14730:8012141;Kyhna
8012142;de:12068:900205139;Kyritz
8012143;de:13072:1420;Laage(Meckl)
8012145;de:14627:5440;Lampertswalde
8012146;de:13073:11355;Lancken
8012147;de:15088:8012147;Landsberg(b. Halle/Saale)
8012148;de:15088:8012148;Landsberg(b. Halle/Saale) Süd
8012150;de:14612:6680;Langebrück(Sachs)
8012155;de:15084:8012155;Langendorf
8012156;de:15088:8012156;Langeneichstädt
8012159;de:16075:8012159;Langenorla Ost
8012160;de:16075:8012160;Langenorla West
8012161;de:15085:8012161;Langenstein
8012162;de:15083:8012162;Langenweddingen
8012163;de:14628:3824;Langenwolmsdorf
8012164;de:14628:3828;Langenwolmsdorf Mitte
8012167;de:15084:8012167;Laucha(Unstrut)
8012169;de:12066:900435203;Lauchhammer
8012170;de:14628:1870;Lauenstein(Sachs)
8012171;de:16072:8012171;Lauscha(Thür)
8012173;de:14730:8012173;Laußig(Düben)
8012174;de:14625:6090;Laußnitz
8012175;de:14625:6810;Lauta(Nl)
8012176;de:14521:52176;Lauter(Sachs)
8012177;de:13073:11400;Lauterbach Mole
8012178;de:14729:8012178;Lauterbach-Steinbach
8012180;de:16055:8012180;Legefeld
8012181;de:14713:8012181;Leipzig Olbrichtstraße
8012183;de:14730:8012183;Leipzig/Halle Flughafen
8012184;de:14713:8012184;Leipzig Bayerischer Bahnhof
8012186;de:14713:8012186;Leipzig Markt
8012187;de:14713:8012187;Leipzig MDR
8012188;de:14713:8012188;Leipzig-Gohlis
8012190;de:14713:8012190;Leipzig-Heiterblick
8012192;de:14713:8012192;Leipzig-Knauthain
8012193;de:14713:8012193;Leipzig-Möckern
8012194;de:14713:8012194;Leipzig-Stötteritz
8012195;de:14713:8012195;Leipzig-Thekla
8012196;de:14713:8012196;Leipzig Nord
8012197;de:14713:8012197;Leipzig-Wahren
8012198;de:14522:80229;Leisnig
8012199;de:15084:8012199;Leißling
8012201;de:14521:40585;Lengefeld-Rauenstein
8012202;de:14713:8012202;Leipzig Wilhelm-Leuschner-Platz
8012203;de:14523:418;Lengenfeld(Vogtl)
8012204;de:14713:8012204;Leipzig Slevogtstraße
8012205;de:12064:900321540;Letschin
8012207;de:16068:8012207;Leubingen
8012208;de:14522:70336;Leubsdorf(Sachs)
8012211;de:15088:8012211;Leuna Werke Nord
8012212;de:15088:8012212;Leuna Werke Süd
8012213;de:16073:8012213;Leutenberg
8012215;de:12071:900445986;Leuthen(Cottbus)
8012220;de:14522:70355;Lichtenberg(Erzgeb)
8012221;de:13003:840;Rostock-Lichtenhagen
8012222;de:16073:8012222;Lichtenhain(a d Bergbahn)
8012223;de:14524:20304;Lichtenstein(Sachs)
8012224;de:14524:1045;Lichtentanne(Sachs)
8012225;de:16073:8012225;Lichtentanne(Thür)
8012226;de:12068:900205130;Liebenthal(Prignitz)
8012228;de:14713:8012228;Leipzig-Liebertwolkwitz
8012231;de:14523:1119;Limbach(Vogtl)
8012232;de:14522:55206;Limmritz(Sachs)
8012233;de:15091:8012233;Linda(Elster)
8012236;de:14713:8012236;Leipzig-Lindenau
8012237;de:12067:900310600;Lindenberg(Mark)
8012239;de:12068:900205400;Lindow(Mark)
8012241;de:14729:8012241;Lobstädt
8012245;de:14521:52245;Lößnitz ob Bf
8012246;de:14521:52246;Lößnitz unt Bf
8012247;de:14627:4279;Lößnitzgrund
8012249;de:14628:3732;Lohmen
8012252;de:16076:8012252;Loitsch-Hohenleuben
8012253;de:12072:900245836;Ludwigsfelde-Struveshof
8012255;de:12060:900200040;Lottschesee
8012257;de:12061:900261549;Lubolz
8012259;de:15084:8012259;Luckenau
8012260;de:12072:900245016;Luckenwalde
8012262;de:13076:9184;Lüblow(Meckl)
8012263;de:15086:8012263;Lübs(Magdeburg)
8012264;de:13074:9120;Lübstorf
8012268;de:13074:5162;Lüdersdorf(Meckl)
8012269;de:13072:537;Lüssow(Meckl)
8012271;de:13003:1503;Rostock-Lütten Klein
8012274;de:13074:3356;Lützow
8012279;de:15087:8012279;Lutherstadt Eisleben
8012280;de:15091:8012280;Lutherstadt Wittenberg Altstadt
8012282;de:15091:8012282;Lutherstadt Wittenberg-Piesteritz
8012284;de:14729:8012284;Machern(Sachs)
8012285;de:14713:8012285;Leipzig-Lützschena
8012287;de:15003:8012287;Magdeburg Südost
8012289;de:15003:8012289;Magdeburg-Eichenweiler
8012291;de:15003:8012291;Magdeburg-Salbke
8012292;de:15003:8012292;Magdeburg-Sudenburg
8012295;de:15083:8012295;Mahlwinkel
8012296;de:13071:17477;Inselstadt Malchow
8012298;de:14628:1605;Malter
8012299;de:16070:8012299;Manebach
8012302;de:15083:8012302;Marienborn
8012304;de:14729:8012304;Markkleeberg Nord
8012305;de:15082:8012305;Marke
8012308;de:14729:8012308;Markkleeberg
8012311;de:14729:8012311;Markranstädt
8012312;de:16063:8012312;Marksuhl
8012314;de:16070:8012314;Marlishausen
8012315;de:12054:900220012;Marquardt
8012316;de:13073:152;Martensdorf
8012317;de:16070:8012317;Martinroda
8012318;de:14627:4055;Meißen Altstadt
8012320;de:16067:8012320;Mechterstädt
8012321;de:13074:5125;Dorf Mecklenburg
8012322;de:12069:900222245;Medewitz(Mark)
8012323;de:14524:10472;Meerane
8012324;de:14521:20358;Meinersdorf(Erzgeb)
8012326;de:14627:4000;Meißen
8012327;de:14627:4079;Meißen Triebischtal
8012328;de:15083:8012328;Meitzendorf
8012329;de:12060:900350126;Melchow
8012330;de:16073:8012330;Mellenbach-Glasbach
8012332;de:16071:8012332;Mellingen(Thür)
8012333;de:16072:8012333;Mengersgereuth-Hämmern
8012334;de:16072:8012334;Mengersgereuth-Hämmern Ost
8012339;de:15088:8012339;Merseburg Bergmannsring
8012341;de:12052:900470163;Cottbus-Merzdorf
8012342;de:15090:8012342;Meßdorf
8012343;de:14713:8012343;Leipzig Völkerschlachtdenkmal
8012344;de:14713:8012344;Leipzig Miltitzer Allee
8012346;de:16073:8012346;Meuselbach-Schwarzmühle
8012348;de:12070:900215609;Meyenburg
8012351;de:15081:8012351;Mieste
8012352;de:15081:8012352;Miesterhorst
8012354;de:15090:8012354;Miltern
8012355;de:14713:8012355;Leipzig-Miltitz
8012358;de:13073:839;Miltzow
8012361;de:13071:90002;Mirow
8012362;de:13072:1539;Mistorf
8012366;de:14521:20728;Mitteloelsnitz
8012367;de:16066:8012367;Mittelschmalkalden
8012369;de:14522:60326;Mittweida
8012370;de:12067:900311470;Mixdorf
8012371;de:14730:8012371;Mockrehna
8012373;de:12063:900210197;Mögelin
8012375;de:14713:8012375;Leipzig-Mölkau
8012376;de:13071:3628;Mölln(Meckl)
8012377;de:13072:565;Mönchhagen
8012378;de:15090:8012378;Möringen(Altm)
8012381;de:15086:8012381;Möser
8012384;de:13074:9142;Moidentin
8012387;de:14627:4340;Moritzburg
8012388;de:14524:52388;Mosel
8012390;de:15088:8012390;Mücheln(Geiseltal)
8012392;de:15088:8012392;Mücheln(Geiseltal) Stadt
8012393;de:15091:8012393;Mühlanger
8012394;de:14628:3144;Mühlbach(Pirna)
8012400;de:12067:900311475;Müllrose
8012401;de:16071:8012401;München(Bad Berka)
8012407;de:14522:70371;Mulda(Sachs)
8012408;de:14522:45301;Muldenhütten
8012409;de:15082:8012409;Muldenstein
8012410;de:15089:8012410;Nachterstedt-Hoym
8012412;de:14522:70142;Nassau(Erzgeb)
8012413;de:12065:900200043;Nassenheide
8012414;de:15088:8012414;Nauendorf(Saalkr)
8012415;de:15084:8012415;Naumburg(Saale)Ost
8012416;de:14729:8012416;Naunhof
8012417;de:15084:8012417;Nebra
8012418;de:12073:900340979;Nechlin
8012421;de:13071:5300;Neetzka
8012423;de:15085:8012423;Neinstedt
8012424;de:15088:8012424;Nemsdorf-Göhrendorf
8012425;de:12063:900210318;Nennhausen
8012426;de:14521:40491;Nennigmühle
8012428;de:12068:900205022;Netzeband
8012429;de:15084:8012429;Naumburg-Roßbach
8012430;de:14523:929;Netzschkau
8012436;de:13072:1265;Neu Wokern
8012438;de:13072:2597;Neubukow
8012440;de:16065:8012440;Artern
8012442;de:14521:55990;Neudorf(Erzgeb)
8012443;de:16074:8012443;Neue Schenke
8012445;de:12071:900446411;Teichland
8012452;de:16072:8012452;Neuhaus-Igelshieb
8012454;de:14626:9350;Neugersdorf
8012456;de:12071:900446070;Neuhausen(Cottbus)
8012460;de:14625:7230;Neukirch(Lausitz)Ost
8012462;de:14521:60819;Neukirchen-Klaffenbach
8012463;de:14729:8012463;Neukirchen-Wyhra
8012465;de:16076:8012465;Neumühle(Elster)
8012467;de:15089:8012467;Neundorf(Anh)
8012468;de:16075:8012468;Neunhofen
8012469;de:12066:900435347;Neupetershain
8012470;de:14626:9255;Neusalza-Spremberg
8012471;de:14627:4194;Neusörnewitz
8012472;de:16075:8012472;Neustadt(Orla)
8012474;de:13076:137;Neustadt-Glewe
8012475;de:12064:900321139;Neutrebbin
8012478;de:14713:8012478;Leipzig Messe
8012479;de:12067:900310601;Neuzelle
8012482;de:14627:4120;Niederau
8012483;de:14522:52483;Niederbobritzsch
8012485;de:12060:900350493;Niederfinow
8012487;de:12072:900245017;Niedergörsdorf
8012489;de:12061:900260010;Niederlehme
8012490;de:15083:8012490;Niederndodeleben
8012491;de:14626:9715;Niederoderwitz
8012492;de:16061:8012492;Gernrode-Niederorschel
8012493;de:16076:8012493;Niederpöllnitz
8012494;de:16062:8012494;Niedersachswerfen
8012496;de:14521:40514;Niederschlag
8012497;de:14628:1953;Niederschlottwitz
8012498;de:16066:8012498;Niederschmalkalden
8012499;de:14521:44507;Niederzwönitz
8012500;de:16065:8012500;Niederspier
8012502;de:16071:8012502;Niedertrebra
8012503;de:14612:470;Niederwartha
8012504;de:16070:8012504;Niederwillingen
8012505;de:14521:20521;Niederwürschnitz
8012506;de:15088:8012506;Niemberg
8012507;de:15089:8012507;Nienburg(Saale)
8012509;de:16077:8012509;Nöbdenitz
8012511;de:16055:8012511;Nohra(Weimar)
8012512;de:16062:8012512;Nohra(Wipper)
8012516;de:16062:8012516;Nordhausen-Salza
8012517;de:13071:7116;Nossentin
8012523;de:14627:5705;Nünchritz
8012524;de:16071:8012524;Obergrunstedt
8012525;de:16066:8012525;Oberhof(Thür)
8012526;de:14729:8012526;Oberholz
8012527;de:16072:8012527;Oberlauscha
8012528;de:14522:60707;Oberlichtenau
8012530;de:14626:9729;Oberoderwitz Oberdorf
8012532;de:15087:8012532;Oberröblingen
8012533;de:16063:8012533;Oberrohn
8012534;de:14524:52534;Oberrothenbach
8012535;de:14628:1950;Oberschlottwitz
8012537;de:12064:900320015;Obersdorf
8012540;de:14628:3420;Obervogelgesang
8012541;de:16055:8012541;Oberweimar
8012542;de:16073:8012542;Oberweißbach-Deesbach
8012546;de:15083:8012546;Ochtmersleben
8012549;de:12061:900260018;Oderin
8012550;de:14522:70688;Oederan
8012551;de:12067:900310615;Oegeln
8012552;de:12072:900245019;Oehna
8012553;de:14521:20426;Oelsnitz(Erzgeb)
8012554;de:14523:732;Oelsnitz(Vogtl)
8012555;de:13071:5120;Oertzenhof
8012558;de:14521:48328;Olbernhau
8012559;de:14521:40555;Olbernhau-Grünthal
8012560;de:14626:9525;Olbersdorf Niederdorf
8012561;de:14626:9520;Olbersdorf Oberdorf
8012562;de:16068:8012562;Olbersleben-Ellersleben
8012563;de:16075:8012563;Oppurg
8012564;de:15091:23104;Oranienbaum(Anh)
8012565;de:12066:900435801;Ortrand
8012567;de:16071:8012567;Oßmannstedt
8012568;de:15090:8012568;Osterburg
8012570;de:15082:8012570;Osternienburg
8012571;de:14521:55109;Olbernhau West
8012572;de:15083:8012572;Osterweddingen
8012576;de:14522:55204;Ostrau
8012582;de:13003:1502;Rostock-Torfbrücke
8012583;de:13072:116;Graal-Müritz
8012584;de:13072:1624;Graal-Müritz Koppelweg
8012585;de:13072:490;Ostseebad Kühlungsborn Mitte
8012586;de:13072:486;Ostseebad Kühlungsborn Ost
8012587;de:13072:487;Ostseebad Kühlungsborn West
8012593;de:14522:55593;Ottendorf(Mittweida)
8012594;de:14625:6601;Ottendorf-Okrilla Hp
8012595;de:14625:6602;Ottendorf-Okrilla Nord
8012596;de:14625:6600;Ottendorf-Okrilla Süd
8012597;de:14729:8012597;Otterwisch
8012599;de:15083:8012599;Ovelgünne
8012603;de:13072:2317;Papendorf
8012604;de:16074:8012604;Papiermühle(Stadtr)
8012605;de:12071:900445956;Kunersdorf
8012609;de:13072:1641;Parkentin
8012610;de:13075:6254;Pasewalk Ost
8012611;de:12073:900341007;Passow(Uckermark)
8012614;de:12063:900210423;Paulinenaue
8012615;de:16073:8012615;Paulinzella
8012617;de:13075:4238;Peenemünde
8012619;de:15088:8012619;Peißen
8012621;de:12071:900446103;Peitz Ost
8012622;de:12070:900215696;Perleberg
8012623;de:14729:8012623;Petergrube
8012627;de:12073:900340011;Petershagen(Uckerm)
8012629;de:15082:8012629;Petersroda
8012633;de:14521:20438;Pfaffenhain
8012634;de:13073:11746;Philippshagen
8012636;de:12067:900310008;Pillgram
8012637;de:12073:900340003;Pinnow(Uckermark)
8012639;de:14523:161;Pirk
8012640;de:14628:3430;Pirna-Copitz
8012641;de:14628:3465;Pirna-Copitz Nord
8012643;de:13076:17129;Plate(Meckl)
8012646;de:14523:1126;Plauen(Vogtl)West
8012650;de:12062:900416008;Plessa
8012651;de:13074:3138;Plüschow
8012654;de:13072:661;Pölchow
8012656;de:14730:8012656;Pönitz(Leipzig)
8012657;de:16075:8012657;Pößneck ob Bf
8012658;de:16075:8012658;Pößneck unt Bf
8012660;de:14625:7950;Pommritz
8012661;de:16077:8012661;Ponitz
8012662;de:14628:3664;Porschdorf(Pirna)
8012663;de:16074:8012663;Porstendorf
8012665;de:13073:11737;Posewald
8012666;de:12054:900230999;Potsdam Hbf
8012668;de:12063:900210343;Premnitz Nord
8012669;de:12063:900210344;Premnitz Zentrum
8012673;de:15081:8012673;Pretzier(Altm)
8012675;de:15084:8012675;Prittitz
8012676;de:12069:900220184;Pritzerbe
8012677;de:13076:4259;Pritzier
8012678;de:15086:8012678;Prödel
8012679;de:12062:900415465;Prösen
8012680;de:12062:900416053;Prösen West
8012681;de:12062:900416052;Prösen Ost
8012682;de:15084:8012682;Profen
8012683;de:13073:11352;Prora
8012684;de:13073:11038;Prora Ost
8012685;de:14625:6038;Pulsnitz
8012686;de:14625:6078;Pulsnitz Süd
8012688;de:14625:7200;Putzkau
8012690;de:15085:22365;Quedlinburg-Quarmbeck
8012694;de:14628:1295;Rabenau
8012696;de:15091:8012696;Rackith(Elbe)
8012697;de:14730:8012697;Rackwitz(Leipzig)
8012698;de:12066:900435697;Raddusch
8012699;de:14625:6700;Radeberg
8012700;de:14627:4211;Radebeul-Weintraube
8012701;de:14627:4213;Radebeul-Zitzschewig
8012702;de:14627:4365;Radeburg
8012703;de:12068:900205512;Wustrau-Radensleben
8012704;de:15091:8012704;Radis
8012705;de:15083:8012705;Rätzlingen
8012707;de:15082:8012707;Raguhn
8012710;de:13073:79;Rakow
8012711;de:13073:11070;Rambin(Rügen)
8012713;de:12072:900245025;Rangsdorf
8012716;de:13076:7538;Rastow
8012719;de:14628:3653;Rathmannsdorf(Kr Pirna)
8012723;de:16072:8012723;Rauenstein(Thür)
8012724;de:14523:1128;Raun
8012727;de:14522:57217;Rechenberg
8012729;de:13072:1642;Reddelich
8012731;de:14729:8012731;Regis-Breitingen
8012733;de:12069:900220008;Potsdam-Rehbrücke
8012734;de:12062:900416072;Rehfeld(Falkenberg)
8012735;de:12064:900320012;Rehfelde
8012737;de:13074:7437;Rehna
8012738;de:14626:8785;Reichenbach(Oberlausitz)
8012739;de:14523:988;Reichenbach(Vogtl) ob Bf
8012740;de:14521:40590;Reifland-Wünschendorf
8012742;de:16067:8012742;Reinhardsbrunn-Friedrichroda
8012743;de:15084:8012743;Reinsdorf(bei Nebra)
8012749;de:16070:8012749;Rennsteig
8012750;de:16066:8012750;Rentwertshausen
8012751;de:16076:8012751;Rentzschmühle
8012756;de:16069:8012756;Reurieth
8012757;de:15088:8012757;Reußen
8012758;de:13071:31;Reuterstadt Stavenhagen
8012759;de:14523:209;Reuth(b Plauen,Vogtl)
8012760;de:12068:900205524;Rheinsberg(Mark)
8012762;de:13073:5388;Ribnitz-Damgarten Ost
8012763;de:13073:5018;Ribnitz-Damgarten West
8012766;de:15087:8012766;Riestedt
8012767;de:14626:8378;Rietschen
8012769;de:16068:8012769;Ringleben-Gebesee
8012770;de:16066:8012770;Ritschenhausen
8012775;de:14523:1131;Rodewisch
8012777;de:15001:8012777;Rodleben
8012781;de:14524:20454;Rödlitz-Hohndorf
8012785;de:13072:799;Roggentin
8012787;de:16066:8012787;Rohr(Thür)
8012788;de:15082:8012788;Roitzsch(Bitterf)
8012792;de:12068:900205001;Rosenwinkel
8012796;de:15087:8012796;Roßla
8012801;de:13003:853;Rostock Parkstraße
8012803;de:13003:1504;Rostock-Bramow
8012805;de:13003:791;Rostock Holbeinplatz
8012806;de:13003:1640;Rostock-Kassebohm
8012807;de:13003:827;Rostock-Marienehe
8012811;de:16074:8012811;Rothenstein(Saale)
8012817;de:14713:8012817;Leipzig-Rückmarsdorf
8012819;de:12060:900350158;Rüdnitz
8012821;de:12060:900350159;Ruhlsdorf-Zerpenschleuse
8012823;de:14523:1132;Ruppertsgrün
8012824;de:13076:7142;Ruthenbeck
8012826;de:16063:8012826;Sättelstädt
8012827;de:13073:2208;Saatel
8012830;de:15089:8012830;Sachsendorf(Calbe)
8012831;de:12065:900200041;Sachsenhausen(Nordb)
8012832;de:13073:11052;Sagard
8012835;de:13073:11067;Samtens
8012839;de:13075:6445;Sandförde
8012840;de:13072:959;Sandhagen(b Bad Dob)
8012841;de:13072:2968;Sanitz(b Rostock)
8012842;de:12070:900215839;Sarnow
8012843;de:13073:11351;Sassnitz
8012852;de:16072:8012852;Schalkau
8012853;de:14521:20469;Scharfenstein
8012854;de:16072:8012854;Schalkau Mitte
8012855;de:12067:900310613;Wendisch-Rietz
8012856;de:13072:977;Scharstorf
8012862;de:15089:8012862;Schierstedt
8012863;de:14730:8012863;Schkeuditz West
8012864;de:14625:7295;Schirgiswalde-Kirschau
8012865;de:14730:8012865;Schkeuditz
8012867;de:15088:8012867;Schkopau
8012869;de:14626:8948;Görlitz-Rauschwalde
8012870;de:14626:8180;Schleife
8012873;de:14521:40640;Bad Schlema
8012881;de:16066:8012881;Schmalkalden-Fachhochschule
8012888;de:14628:3645;Schmilka-Hirschmühle
8012889;de:16077:8012889;Schmölln(Thür)
8012890;de:14625:7219;Schmölln(Ol)
8012892;de:13075:4242;Schmollensee
8012895;de:12067:900310616;Schneeberg(Mark)
8012897;de:12066:900435818;Luckaitztal
8012898;de:14628:3598;Schöna
8012899;de:16063:8012899;Schönau(Hörsel)
8012902;de:13074:3019;Schönberg(Meckl)
8012903;de:12062:900415466;Schönborn(Doberl)
8012907;de:15089:8012907;Schönebeck-Bad Salzelmen
8012908;de:14523:778;Schöneck(Vogtl)
8012910;de:12060:900350164;Schönerlinde
8012914;de:12064:900321733;Schönfließ(Mark) Dorf
8012918;de:12073:900340025;Schönow(Angerm)
8012919;de:16064:8012919;Schönstedt
8012923;de:12061:900261871;Schönwalde(Spreewald)
8012927;de:16076:8012927;Schüptitz
8012929;de:16066:8012929;Schwallungen
8012933;de:13076:4422;Schwanheide
8012934;de:12065:900204001;Schwante
8012937;de:16073:8012937;Schwarzburg
8012938;de:14521:52938;Schwarzenberg Hp
8012939;de:14521:52939;Schwarzenberg-Neuwelt
8012940;de:13004:9006;Schwerin Mitte
8012941;de:12066:900435802;Schwarzheide Ost
8012942;de:14625:8144;Schwarzkollm
8012943;de:12073:900341110;Schwedt(Oder)
8012944;de:12073:900341111;Schwedt(Oder)Mitte
8012946;de:14522:60270;Schweikershain
8012947;de:14524:10556;Schweinsburg-Culten
8012949;de:13071:7130;Schwenzin
8012951;de:13004:9220;Schwerin Süd
8012953;de:13004:8282;Schwerin-Lankow
8012954;de:13004:2192;Schwerin-Warnitz
8012957;de:12069:900220573;Caputh Schwielowsee
8012959;de:14628:3920;Sebnitz(Sachs)
8012960;de:13004:2175;Schwerin-Margaretenhof
8012961;de:16064:8012961;Seebach(Mühlhausen)
8012962;de:13075:92428;Seebad Ahlbeck
8012963;de:13075:92240;Seebad Heringsdorf
8012965;de:16067:8012965;Seebergen
8012966;de:12060:900350168;Seefeld(Mark)
8012967;de:15090:8012967;Seehausen(Altm)
8012968;de:12073:900340055;Seehausen(Uckermark)
8012973;de:12064:900321741;Seelow(Mark)
8012974;de:13073:11738;Seelvitz
8012975;de:14627:5950;Seerhausen
8012976;de:14521:52976;Sehma
8012977;de:14628:1615;Seifersdorf
8012979;de:14626:9365;Seifhennersdorf
8012981;de:14625:7610;Seitschen
8012983;de:13073:11744;Sellin(Rügen) Ost
8012984;de:16072:8012984;Seltendorf
8012986;de:13073:11739;Serams
8012993;de:16061:8012993;Silberhausen
8012996;de:14524:52996;Silberstraße
8012998;de:16070:8012998;Singen(Thür)
8013000;de:16073:8013000;Sitzendorf-Unterweißbach
8013001;de:15091:8013001;Söllichau
8013002;de:14523:1135;Sohl
8013003;de:14625:7268;Sohland
8013004;de:16062:8013004;Sollstedt
8013005;de:15081:8013005;Solpke
8013008;de:16072:8013008;Sonneberg(Thür)Hbf
8013009;de:16072:8013009;Sonneberg(Thür)Nord
8013010;de:16072:8013010;Sonneberg(Thür)Ost
8013011;de:16072:8013011;Sonneberg(Thür)West
8013015;de:14628:1310;Spechtritz
8013017;de:13071:5041;Sponholz
8013018;de:13076:6389;Spornitz
8013021;de:11000:900029305;Berlin-Staaken
8013022;de:14628:3720;Stadt Wehlen(Sachs)
8013023;de:16070:8013023;Stadtilm
8013025;de:16074:8013025;Stadtroda
8013029;de:14627:5985;Stauchitz
8013033;de:14522:55207;Steina
8013034;de:16072:8013034;Steinach(Thür)
8013036;de:16072:8013036;Steinach(Thür)Süd
8013037;de:16066:8013037;Steinbach-Hallenberg
8013039;de:15090:8013039;Steinfeld(Stendal)
8013040;de:13074:5276;Steinhausen-Neuburg
8013046;de:15090:8013046;Stendal Vorbf
8013047;de:14524:57125;Stenn
8013051;de:13071:3150;Sternfeld
8013057;de:14628:3815;Stolpen
8013058;de:12067:900310611;Storkow(Mark)
8013061;de:16051:8013061;Stotternheim
8013062;de:13073:10307;Stralsund Rügendamm
8013064;de:12064:900320001;Strausberg Nord
8013069;de:13076:4285;Strohkirchen
8013070;de:14713:8013070;Leipzig Allee-Center
8013071;de:16070:8013071;Stützerbach
8013072;de:13072:1589;Subzin-Liessow
8013073;de:13076:9010;Sülstorf
8013074;de:16070:8013074;Sülzenbrücken
8013077;de:16054:8013077;Suhl-Heinrichs
8013079;de:13076:7307;Sukow(b Schwerin)
8013080;de:14523:1137;Syrau
8013083;de:15090:8013083;Tangerhütte
8013084;de:15090:8013084;Tangermünde
8013085;de:15090:8013085;Tangermünde West
8013087;de:14729:8013087;Tanndorf
8013089;de:16071:8013089;Tannroda
8013090;de:12073:900341224;Tantow
8013092;de:14625:7288;Taubenheim(Spree)
8013093;de:14730:8013093;Taucha(Leipzig)
8013095;de:14729:8013095;Tautenhain
8013097;de:15088:8013097;Teicha
8013100;de:12069:900220001;Teltow
8013104;de:13073:11064;Teschenhagen
8013105;de:13072:1050;Teschow
