EVA_NR;IFOPT;NAME
8001912;de:05113:9414;Essen-Kupferdreh
8001913;de:05113:9584;Essen-Steele Ost
8001914;de:05113:9699;Essen-Überruhr
8001915;de:05113:9640;Essen-Werden
8001917;de:05334:2974;Eschweiler-St.Jöris
8001919;de:09678:18996;Eßleben
8001920;de:08116:7800;Esslingen(Neckar)
8001921;de:08116:1801;Esslingen-Mettingen
8001922;de:09174:6830;Vierkirchen-Esterhofen
8001924;de:03361:26094;Etelsen
8001925;de:09375:557;Etterzhausen
8001926;de:08215:1840;Ettlingen West
8001928;de:07132:90370;Etzbach
8001929;de:09371:18420;Etzelwang
8001932;de:09374:10551;Etzenricht
8001933;de:08128:13761;Eubigheim
8001935;de:09672:75197;Euerdorf
8001941;de:01055:26265;Eutin
8001942;de:08231:2891;Eutingen(Baden)
8001943;de:05954:8088;Gevelsberg-Knapp
8001946;de:08237:8031;Eyach
8001949;de:03256:26493;Eystrup
8001950;de:07141:11048;Fachingen(Lahn)
8001953;de:01060:37983;Fahrenkrug
8001954;de:08336:6663;Fahrnau
8001957;de:03103:2241;Fallersleben
8001958;de:03358:4693;Bad Fallingbostel
8001961;de:09180:90198;Farchant
8001963;de:09184:2300;Fasanenpark
8001964;de:09676:1905;Faulbach(Main)
8001965;de:08117:153;Faurndau
8001967;de:08118:7403;Favoritepark
8001969;de:09475:8905;Feilitzsch
8001970;de:09188:5470;Feldafing
8001971;de:08315:6539;Feldberg-Bärental
8001972;de:05512:4095;Feldhausen
8001973;de:09184:2110;Feldkirchen(b München)
8001974;de:08119:6500;Fellbach
8001976;de:05970:10438;Ferndorf(Siegen)
8001977;de:01058:26827;Felde
8001978;de:09574:7200;Feucht
8001980;de:05970:10439;Feudingen
8001982;de:08127:20785;Fichtenberg
8001983;de:07141:12850;Filsen
8001984;de:08116:1905;Filderstadt
8001985;de:09775:1870;Finningerstraße
8001988;de:09574:7210;Feucht Ost
8001989;de:09564:1610;Fischbach(Nürnberg)
8001990;de:10041:8001990;Fischbach-Camphausen
8001991;de:07134:35021;Fischbach-Weierbach
8001992;de:09182:43170;Fischbachau
8001995;de:09780:702;Fischen
8001996;de:09179:6120;Esting
8001998;de:09182:43389;Fischhausen-Neuhaus
8002001;de:09673:75267;Fladungen
8002004;;Boppard-Fleckertshöhe
8002005;de:08215:32092;Flehingen
8002010;de:06631:11051;Flieden
8002011;de:01058:27479;Flintbek
8002012;de:09187:90184;Flintsbach
8002013;de:06436:4911;Flörsheim(Main)
8002014;de:07311:765;Flomersheim
8002018;de:07235:7560;Föhren
8002019;de:09475:10527;Förbau
8002020;de:09476:16371;Förtschendorf
8002022;de:08216:32191;Forbach(Schwarzw)
8002023;de:08215:1818;Forchheim(b Karlsruhe)
8002024;de:09474:9000;Forchheim(Oberfr)
8002025;de:07311:7090;Frankenthal Süd
8002026;de:08119:5787;Fornsbach
8002027;de:05114:21989;Forsthaus
8002028;de:09187:90023;Forsting
8002029;de:09572:6210;Forth
8002030;de:08435:32003;Friedrichshafen Ost
8002033;de:06635:205355;Frankenberg-Goßberg
8002034;de:06412:903;Frankfurt(M)Mühlberg
8002036;de:07335:9115;Frankenstein(Pfalz)
8002038;de:06412:907;Frankfurt(M)Lokalbahnhof
8002039;de:06412:526;Frankfurt(Main)Ost
8002040;de:06412:2899;Frankfurt am Main - Stadion
8002041;de:06412:912;Frankfurt(Main)Süd
8002042;de:06412:1204;Frankfurt(Main)West
8002043;de:06412:2499;Frankfurt-Berkersheim
8002044;de:06412:1450;Frankfurt-Frankfurter Berg
8002045;de:06412:1370;Frankfurt-Eschersheim
8002046;de:06412:110;Frankfurt-Griesheim
8002047;de:06412:2799;Frankfurt-Louisa
8002048;de:06412:2599;Frankfurt-Mainkur
8002049;de:06412:140;Frankfurt-Nied
8002050;de:06412:1830;Frankfurt-Niederrad
8002051;de:06412:2097;Frankfurt-Höchst Farbwerke
8002052;de:06412:1217;Frankfurt-Rödelheim
8002053;de:06412:2099;Frankfurt-Sindlingen
8002054;de:06412:2199;Frankfurt-Sossenheim
8002055;de:06412:11073;Frankfurt-Zeilsheim
8002056;de:07314:2055;Ludwigshafen(Rhein) BASF Süd
8002057;de:09276:80506;Frauenau
8002058;de:06412:525;Frankfurt(M)Ostendstraße
8002059;de:06412:933;Frankfurt(M)Stresemannallee
8002063;de:03254:21535;Freden(Leine)
8002065;de:08118:1503;Freiberg(Neckar)
8002066;de:08311:6511;Freiburg West
8002067;de:08311:6510;Freiburg-Herdern
8002068;de:08311:6540;Freiburg-Littenweiler
8002069;de:08311:6589;Freiburg-St Georgen
8002070;de:08311:6541;Freiburg-Wiehre
8002071;de:08311:6512;Freiburg-Zähringen
8002073;de:05958:11240;Freienohl
8002074;de:09774:2818;Freihalden
8002075;de:09376:10550;Freihöls
8002076;de:09371:18500;Freihung
8002077;de:08311:6509;Freiburg Klinikum
8002078;de:09178:2680;Freising
8002080;de:03154:5983;Frellstedt
8002083;de:10042:8002083;Fremersdorf
8002085;de:09172:90016;Freilassing-Hofham
8002086;de:01062:37978;Fresenburg
8002087;de:08237:1048;Freudenstadt Industriegebiet
8002089;de:09676:1914;Freudenberg-Kirschfurt
8002090;de:08237:1103;Freudenstadt Schulzentrum
8002091;de:08237:1002;Freudenstadt Stadt
8002092;de:07132:90457;Freusburg Siedlung
8002095;de:06533:11018;Frickhofen
8002096;de:08327:1172;Fridingen(b Tuttlingen)
8002097;de:09189:90004;Fridolfing
8002099;de:06440:16698;Friedberg(Augsburg)
8002100;de:06531:11011;Friedelhausen
8002101;de:06534:11090;Friedensdorf(Lahn)
8002102;de:03152:28562;Friedland(Han)
8002103;de:06632:202352;Ludwigsau-Friedlos
8002104;de:05382:54702;Friedrich Wilhelmshütte
8002105;de:06440:11518;Friedberg Süd
8002106;de:02000:60952;Hamburg Friedrichsberg
8002108;de:06434:4303;Friedrichsdorf(Taunus)
8002109;de:05170:36447;Friedrichsfeld(Niederrhein)
8002110;de:08435:44001;Friedrichshafen Hafen
8002111;de:08435:14039;Friedrichshafen-Fischbach
8002113;de:01053:8002113;Friedrichsruh
8002114;de:07141:11056;Friedrichssegen
8002115;de:01054:28645;Friedrichstadt
8002116;de:08215:33000;Friedrichstal(Baden)
8002117;de:10041:8002117;Friedrichsthal(Saar)
8002118;de:09462:22330;Friedrichsthal(b Bayreuth)
8002120;de:08435:4151;Friedrichshafen Flughafen
8002122;de:08435:4503;Friedrichshafen Landratsamt
8002123;de:08317:16220;Friesenheim(Baden)
8002126;de:08237:1221;Friedrichstal b Freudenstadt
8002127;de:05162:20478;Frimmersdorf
8002129;de:06634:204154;Fritzlar
8002130;de:05978:32850;Frömern
8002132;de:10041:8002132;Friedrichsthal(Saar) Mitte
8002133;de:08417:32200;Frommern
8002134;de:06534:11084;Fronhausen(Lahn)
8002137;de:06533:11116;Fürfurt
8002141;de:09179:6190;Fürstenfeldbruck
8002145;de:06633:203155;Fürstenwald
8002146;de:09275:4035;Fürstenzell
8002149;de:09563:2310;Fürth Westvorstadt
8002150;de:06431:874;Fürth(Odenw)
8002152;de:09563:2610;Fürth-Burgfarrnbach
8002153;de:09563:2311;Fürth-Dambach
8002154;de:09563:2313;Fürth-Unterfarrnbach
8002155;de:09563:2312;Fürth-Unterfürberg
8002156;de:09777:1400;Füssen
8002159;de:09372:1457;Furth i Wald
8002161;de:09184:2330;Furth(b Deisenhofen)
8002162;de:09772:4100;Gablingen
8002165;de:08115:5774;Gärtringen
8002166;de:08115:5776;Gäufelden
8002167;de:08216:32160;Gaggenau Bf
8002168;de:08127:20839;Gaildorf West
8002171;de:09176:9008;Gaimersheim
8002173;de:09173:4510;Gaißach
8002175;de:07312:8186;Galgenschanze
8002177;de:08128:13304;Gamburg(Tauber)
8002179;de:03458:29386;Ganderkesee
8002180;de:05962:3027;Garbeck
8002182;de:06531:11138;Garbenteich
8002184;de:09171:1310;Garching(Alz)
8002185;de:01054:29506;Garding
8002187;de:09180:42837;Garmisch-Partenkirchen
8002188;de:09180:10099;Garmisch-Partenkirchen Hausberg
8002189;de:09183:6542;Gars(Inn)
8002191;de:07331:8003;Gau Bickelheim
8002195;de:09679:99001;Gaubüttelbrunn
8002197;de:08216:32998;Gausbach
8002198;de:09188:5430;Gauting
8002200;de:08327:3011;Geisingen-Aulfingen
8002203;de:03454:8770;Geeste
8002204;de:08327:1216;Geisingen-Hausen
8002205;de:09372:3020;Geigant
8002206;de:05370:3220;Geilenkirchen
8002207;de:05382:59904;Geilhausen
8002209;de:09278:2622;Geiselhöring
8002210;de:09188:5350;Geisenbrunn
8002211;de:09274:10542;Geisenhausen
8002212;de:06439:11033;Geisenheim
8002213;de:08327:1257;Geisingen-Kirchen
8002214;de:08327:1190;Geisingen
8002215;de:08327:1297;Geisingen-Leipferdingen
8002217;de:08117:160;Geislingen(Steige)West
8002218;de:08117:161;Geislingen(Steige)
8002220;de:09182:43165;Geitau
8002222;de:05154:36117;Geldern
8002223;de:05513:6772;Gelsenkirchen Zoo
8002224;de:05513:6673;Gelsenkirchen-Buer Nord
8002225;de:05513:5159;Gelsenkirchen-Buer Süd
8002226;de:05513:7421;Gelsenkirchen-Hassel
8002227;de:05513:5031;Gelsenkirchen-Rotthausen
8002228;de:08125:3900;Gemmingen
8002233;de:09779:6568;Genderkingen
8002234;de:09171:10005;Gendorf
8002235;de:08317:15810;Gengenbach
8002236;de:06634:204901;Felsberg-Gensungen
8002237;de:09576:8450;Georgensgmünd
8002238;de:10043:8002238;Gennweiler
8002239;de:07334:1748;Germersheim Mitte/Rhein
8002240;de:08119:1702;Geradstetten
8002241;de:07334:1747;Germersheim Süd/Nolte
8002242;de:08425:2850;Gerhausen
8002243;de:08128:13824;Gerlachsheim
8002244;de:09775:1781;Gerlenhofen
8002247;de:09179:6130;Gernlinden
8002248;de:08216:32142;Gernsbach Bf
8002249;de:06433:11269;Gernsheim
8002250;de:08216:32829;Gernsbach Mitte
8002251;de:09679:5005;Geroldshausen
8002254;de:06631:11072;Gersfeld(Rhön)
8002256;de:09772:4000;Gersthofen
8002259;de:06636:209615;Gertenbach
8002262;de:05974:32585;Geseke
8002263;de:09772:6200;Gessertshausen
8002265;de:06440:11158;Gettenau-Bingenheim
8002266;de:01058:30495;Gettorf
8002267;de:05954:8313;Gevelsberg Hbf
8002268;de:05954:8093;Gevelsberg West
8002269;de:06531:14672;Gießen Oswaldsgarten
8002272;de:08135:1193;Giengen(Brenz)
8002274;de:03151:800;Gifhorn Stadt
8002275;de:09188:5360;Gilching-Argelsried
8002278;de:08117:158;Gingen(Fils)
8002280;de:07143:5703;Girod
8002281;de:03156:30808;Gittelde/Bad Grund(Harz)
8002283;de:05562:4582;Gladbeck Ost
8002284;de:05562:4196;Gladbeck-Zweckel
8002286;de:07336:8545;Glan-Münchweiler
8002287;de:09676:2067;Glanzstoffwerke
8002288;de:06440:6503;Glauburg-Glauberg
8002290;de:05362:88902;Glesch
8002293;de:01061:31055;Glückstadt
8002296;de:05154:36116;Goch
8002299;de:05762:9033;Godelheim
8002300;de:07313:8051;Godramstein
8002301;de:06531:11182;Göbelnrod
8002304;de:03355:8002304;Göhrde
8002306;de:08215:32831;Gölshausen Industriegebiet
8002307;de:08215:1557;Gölshausen
8002312;de:09472:22730;Görschnitz
8002315;de:06438:4799;Dreieich-Götzenhain
8002319;de:01058:31196;Gokels
8002320;de:03460:31239;Goldenstedt(Oldb)
8002321;;Goldhausen
8002326;de:08215:1837;Gondelsheim(Baden)
8002329;de:09474:9760;Gosberg
8002332;de:06534:11094;Goßfelden
8002333;de:09679:5025;Goßmannsdorf
8002334;de:08315:6513;Gottenheim
8002335;de:09276:1771;Gotteszell
8002337;de:08335:6552;Gottmadingen
8002339;de:09184:2590;Gräfelfing
8002340;de:09474:9400;Gräfenberg
8002341;de:09677:28306;Gräfendorf
8002342;de:06533:11117;Gräveneck
8002343;de:09180:10100;Grafenaschau
8002344;de:09272:5047;Grafenau
8002345;de:08215:32591;Graben-Neudorf Nord
8002346;de:09772:7500;Graben(Lechfeld)Gewerbepark
8002347;de:09175:4050;Grafing Bahnhof
8002348;de:09175:4060;Grafing Stadt
8002349;de:09271:80587;Grafling-Arzting
8002351;de:09179:6220;Grafrath
8002358;de:06633:203338;Grebenstein
8002365;de:08336:6604;Grenzach
8002369;de:05566:60003;Greven
8002370;de:05966:10472;Lennestadt-Grevenbrück
8002373;de:08337:6569;Grießen(Baden)
8002374;de:06634:204063;Edermünde-Grifte
8002377;de:09179:6100;Gröbenzell
8002378;de:09778:3364;Bad Grönenbach
8002380;de:08125:9200;Grombach
8002382;de:06440:2440;Bad Vilbel-Gronau
8002383;de:09184:2130;Gronsdorf
8002386;de:06433:4801;Groß Gerau-Dornberg
8002388;de:06440:4401;Groß Karben
8002389;de:05362:82101;Frechen-Königsdorf
8002391;de:06431:990;Groß Rohrheim
8002393;de:06432:11218;Groß-Umstadt Mitte
8002399;de:09272:10506;Großarmschlag
8002400;de:06435:11209;Großauheim(Kr Hanau)
8002402;de:05366:72901;Euskirchen-Großbüllesheim
8002403;de:03241:6491;Großburgwedel
8002405;de:03254:21761;Groß Düngen
8002409;de:06531:11175;Großen Buseck
8002410;de:06531:11130;Großen Linden
8002411;de:01055:32869;Großenbrode
8002412;de:03458:32907;Großenkneten
8002413;de:06631:11195;Großenlüder
8002416;de:09572:6490;Großgeschaidt
8002420;de:09184:2280;Großhelfendorf
8002422;de:09184:2500;Großhesselohe Isartalbf
8002424;de:09187:79026;Großkarolinenfeld
8002425;de:06435:8617;Großkrotzenburg
8002430;de:08226:5563;Heddesheim/Hirschberg
8002432;de:09473:75008;Großwalbur
8002434;de:09473:75001;Grub am Forst
8002435;de:09175:3950;Grub(Oberbay)
8002436;de:09372:3007;Grub(Oberpf)
8002439;de:06531:11183;Grünberg(Oberhess)
8002441;de:07132:90199;Grünebach Ort
8002442;de:07132:90160;Grünebacherhütte
8002444;de:07332:1012;Grünstadt Nord
8002445;de:08237:1913;Grüntal-Wittlensweiler
8002447;de:08128:12503;Grünsfeld
8002448;de:08119:1703;Grunbach
8002454;;Koblenz-Güls
8002457;de:09274:40454;Gündlkofen
8002458;de:09777:1235;Günzach
8002461;de:05754:5947;Gütersloh Hbf
8002462;de:05374:48101;Gummersbach
8002465;de:08315:6514;Gundelfingen(Breisgau)
8002466;de:09773:7350;Gundelfingen(Bay)
8002467;de:09476:15504;Gundelsdorf
8002468;de:09273:374;Gundelshausen
8002470;de:08125:4569;Gundelsheim(Neckar)
8002473;de:07331:1036;Gundersheim(Rheinhess)
8002474;de:07339:9120;Guntersblum
8002477;de:05162:20476;Gustorf
8002478;de:08316:6515;Gutach(Breisgau)
8002480;de:08317:18733;Gutach Freilichtmuseum
8002484;de:06634:204236;Guxhagen
8002489;de:08336:6636;Lörrach-Haagen/Messe
8002490;de:05158:13892;Haan
8002491;de:09184:2140;Haar
8002494;de:07143:4839;Hachenburg
8002495;de:06533:11020;Hadamar
8002496;de:01058:34526;Hademarschen
8002498;de:06432:11252;Hähnlein-Alsbach
8002499;de:03241:9206;Hämelerwald
8002501;de:06440:11160;Häuserhof
8002504;de:01055:34542;Haffkrug
8002506;de:09375:182;Hagelstadt
8002507;de:03241:9892;Hagen(Han)
8002509;de:05954:8092;Gevelsberg-Kipp
8002512;de:05914:2432;Hagen-Heubing
8002514;de:05914:2087;Hagen-Oberhagen
8002515;de:07334:1725;Hagenbach
8002517;de:09575:14420;Hagenbüchach
8002520;de:09574:7220;Feucht-Moosbach
8002523;de:09472:22920;Haidenaab-Göppmannsbühl
8002524;de:06532:11027;Haiger Obertor
8002526;de:06435:11059;Hailer-Meerholz
8002528;de:06438:4641;Rodgau-Hainhausen
8002529;de:08225:8446;Hainstadt(Baden)
8002531;de:06438:11215;Hainburg Hainstadt
8002532;de:06435:11057;Haitz-Höchst
8002533;de:08317:18030;Halbmeil
8002534;de:09178:2850;Hallbergmoos
8002536;de:05154:35840;Haldern(Rheinl)
8002537;de:05566:29620;Halen
8002539;de:05754:6033;Halle(Westf)
8002542;de:09471:20900;Hallstadt(b Bamberg)
8002545;de:01056:98950;Halstenbek
8002546;de:08336:6638;Haltingen
8002547;de:02000:99651;Hamburg Airport
8002548;de:02000:8002548;Hamburg Dammtor
8002549;de:02000:10950;Hamburg Hbf
8002550;de:02000:84951;Hamburg Holstenstraße
8002553;de:02000:8002553;Hamburg-Altona
8002554;de:02000:25950;Hamburg-Bergedorf
8002555;de:02000:84960;Hamburg-Eidelstedt
8002556;de:02000:8002556;Hamburg-Fischbek
8002557;de:02000:41951;Hamburg-Neugraben
8002558;de:02000:8002558;Hamburg-Rahlstedt
8002559;de:02000:84953;Hamburg-Stellingen
8002560;de:02000:8002560;Hamburg-Wandsbek
8002561;de:02000:54951;Hamburg-Wilhelmsburg
8002565;de:03359:8002565;Hammah
8002567;de:09672:29975;Hammelburg
8002568;de:09672:25468;Hammelburg Ost
8002570;de:09172:90128;Hammerau
8002571;de:05170:36619;Hamminkeln
8002572;de:06435:3704;Hanau Nord
8002573;de:06435:4502;Hanau West
8002574;de:06435:4501;Hanau-Wilhelmsbad
8002575;de:03353:8002575;Handeloh
8002578;de:09574:7400;Happurg
8002580;de:03241:1141;Hannover Bismarckstr.
8002581;de:03241:9840;Hannover-Bornum
8002584;de:03241:3201;Hannover-Kleefeld
8002585;de:03241:4331;Hannover-Leinhausen
8002586;de:03241:841;Hannover-Linden/Fischerhof
8002589;de:03241:4111;Hannover Flughafen
8002592;de:01054:38431;Harblek
8002593;de:09779:7002;Harburg(Schwab)
8002594;de:03155:38437;Hardegsen
8002596;de:09573:5020;Hardhof
8002598;de:03454:8618;Haren(Ems)
8002605;de:09477:18961;Harsdorf
8002607;de:03254:9920;Harsum
8002609;de:09571:13470;Hartershofen
8002610;de:09179:6240;Harthaus
8002612;de:09574:7660;Hartmannshof
8002615;de:03459:38878;Hasbergen
8002621;de:08317:18520;Haslach
8002622;de:09677:75209;Hasloch(Main)
8002623;de:09179:6520;Haspelmoor
8002625;de:10045:8002625;Hassel(Saar)
8002627;de:06532:11514;Hasselborn
8002628;de:02000:60950;Hamburg Hasselbrook
8002630;de:09674:27220;Haßfurt
8002632;de:07332:1080;Haßloch(Pfalz)
8002633;de:08225:8222;Haßmersheim
8002634;de:03257:508;Haste
8002635;de:06439:11031;Hattenheim
8002637;de:06436:2001;Hattersheim(Main)
8002638;;Hattert
8002639;de:05954:8435;Hattingen(Ruhr)
8002640;de:05954:8437;Hattingen(R) Mitte
8002641;de:03156:39154;Hattorf
8002643;de:07137:11064;Hatzenport
8074703;de:12070:900215744;	Pritzwalk Hainholz
8002648;de:07340:8073;Hauenstein Mitte
8002649;de:07340:8057;Hauenstein(Pfalz)
8002651;de:09774:2932;Haupeltshofen
8002655;de:07335:8122;Hauptstuhl
8002656;de:08437:44005;Hausen i Tal
8002664;de:09778:2927;Hausen(Schwab)
8002666;de:08336:6637;Hausen-Raitbach
8002667;de:09182:43217;Hausham
8002670;de:05558:30583;Havixbeck
8002671;de:09277:6210;Hebertsfelden
8002673;de:08417:32107;Hechingen
8002674;de:03352:39456;Hechthausen
8002675;de:06633:209646;Ahnatal-Heckershausen
8002677;de:03152:39486;Hedemünden
8002678;de:09574:7790;Hedersdorf
8002680;de:05915:7120;Heessen
8002681;de:08221:1457;Heidelberg-Weststadt/Südstadt
8002682;de:05966:10495;Heggen
8002683;de:08335:6553;Hegne
8002684;de:08221:1284;Heidelberg Orthopädie
8002685;de:08221:1166;Heidelberg-Altstadt
8002686;de:08221:1203;Heidelberg-Kirchheim/Rohrbach
8002687;de:08221:1454;Heidelberg-Pfaffengrund/Wieblingen
8002688;de:08215:1834;Heidelsheim
8002689;de:08135:600;Heidenheim
8002690;de:08135:620;Heidenheim-Mergelstetten
8002691;de:08135:630;Heidenheim-Schnaitheim
8002692;de:07339:8193;Heidesheim(Rheinhess)
8002694;de:03401:39918;Heidkrug
8002695;de:03455:82392;Schortens-Heidmühle
8002696;de:09671:99139;Heigenbrücken
8002699;de:08121:75;Heilbronn Sülmertor
8002700;de:08121:8170;Heilbronn Trappensee
8002703;de:09171:10006;Heiligenstatt(Obb)
8002704;de:07338:3393;Heiligenstein(Pfalz)
8002705;de:09571:12650;Heilsbronn
8002707;de:07134:35410;Heimbach(Nahe)
8002710;de:09776:1515;Heimenkirch
8002711;de:07131:80058;Heimersheim
8002715;de:09184:2120;Heimstetten
8002716;de:06632:202024;Heinebach
8002718;de:05370:3594;Heinsberg-Randerath
8002719;de:05370:3532;Heinsberg-Horst
8002720;de:05370:3588;Heinsberg-Porselen
8002721;de:05370:3512;Heinsberg(Rheinl)
8002722;de:08121:31002;Heilbronn Theater
8002723;de:08121:31003;Heilbronn Industrieplatz
8002724;de:07336:8032;Heinzenhausen
8002725;de:05370:3504;Heinsberg Kreishaus
8002726;de:08121:31501;Heilbronn Kaufland
8002727;de:08315:6665;Heitersheim
8002733;de:09475:9052;Helmbrechts
8002734;de:08215:1835;Helmsheim
8002737;de:05766:3896;Helpup
8002745;de:05978:11000;Hemmerde
8002746;de:10044:8002746;Hemmersdorf(Saar)
8002748;de:08226:1471;Hemsbach
8002751;de:09574:7450;Henfenfeld
8002753;de:05382:57101;Hennef(Sieg)
8002754;de:05962:6023;Hennen
8002757;de:06431:1502;Heppenheim(Bergstr)
8002760;de:08437:41003;Herbertingen Ort
8002761;de:09772:4350;Herbertshofen
8002762;ch:23017:27057;Herblingen
8002763;de:08316:6562;Herbolzheim(Breisg)
8002764;de:08125:1905;Herbolzheim(Jagst)
8002766;de:08135:1339;Herbrechtingen
8002768;de:05382:59701;Herchen
8002769;de:05954:2269;Herdecke
8002770;de:07132:90004;Herdorf
8002773;de:06432:11261;Hergershausen
8002775;de:05382:57305;Hennef im Siegbogen
8002776;de:08135:1394;Hermaringen
8002779;de:05916:7500;Herne-Börnig
8002782;de:09572:6500;Heroldsberg
8002783;de:09572:6510;Heroldsberg Nord
8002784;de:05116:23559;Herrath
8002785;de:08115:4512;Herrenberg
8002786;de:08115:7202;Herrenberg Zwerchweg
8002789;de:08425:2728;Herrlingen
8002792;de:09188:5410;Herrsching
8002793;de:09574:7100;Hersbruck(l Pegnitz)
8002794;de:09574:7150;Hersbruck(r Pegnitz)
8002797;de:08336:6606;Herten(Baden)
8002798;de:07332:1553;Herxheim am Berg
8002800;de:03156:41718;Herzberg Schloß
8002801;de:05754:6102;Herzebrock
8002802;de:06635:205986;Vöhl-Herzhausen
8002804;de:05334:3764;Herzogenrath-Alt-Merkstein
8002806;de:05334:3690;Herzogenrath
8002808;de:08237:1403;Heselbach
8002810;de:05754:9037;Hesseln
8002812;de:03252:2010;Hessisch Oldendorf
8002813;de:06437:11231;Höchst Hetschbach
8002814;de:06631:11070;Hettenhausen
8002815;de:06437:11224;Beerfelden Hetzbach
8002816;de:05334:3768;Herzogenrath-August-Schmidt-Platz
8002817;de:07231:40283;Hetzerath
8002820;de:09187:90021;Heufeld
8002821;de:09187:90002;Heufeldmühle
8002822;de:06438:4694;Heusenstamm
8002824;de:05758:1538;Hiddenhausen-Schweicheln
8002826;de:05970:10508;Hilchenbach
8002828;de:05158:19723;Hilden Süd
8002830;de:03254:21061;Hildesheim Ost
8002835;de:05970:10511;Hillnhütten
8002837;de:08216:34766;Hilpertsau
8002838;de:09576:8250;Hilpoltstein
8002839;de:03459:42460;Hilter
8002841;de:05515:47228;Münster-Hiltrup
8002843;de:03359:8002843;Himmelpforten
8002844;de:08315:6516;Himmelreich
8002845;de:09677:75201;Himmelstadt
8002847;de:07340:8058;Hinterweidenthal
8002848;de:08315:6542;Hinterzarten
8002850;de:09187:90049;Hinrichssegen
8002852;de:08235:9020;Hirsau
8002853;de:09471:20700;Hirschaid
8002856;de:09774:2937;Hirschfelden
8002857;de:06431:1590;Hirschhorn(Neckar)
8002858;de:07335:8024;Hirschhorn(Pfalz)
8002861;;Boppard-Hirzenach
8002864;de:03353:8002864;Hittfeld
8002865;de:03354:42663;Hitzacker
8002868;de:05158:19029;Hochdahl
8002869;de:05158:19720;Hochdahl-Millrath
8002871;de:08128:13001;Hochhausen(Tauber)
8002872;de:06436:6998;Hochheim(Main)
8002873;de:02000:80957;Hamburg Hochkamp
8002875;de:07335:9117;Hochspeyer
8002877;de:06435:4599;Maintal Ost
8002878;de:09478:27700;Hochstadt-Marktzeuln
8002879;de:07133:8175;Hochstätten(Pfalz)
8002880;de:07133:30681;Hochstetten(Nahe)
8002881;de:09774:2939;Hochwang
8002883;de:08226:1620;Hockenheim
8002884;de:03358:42765;Hodenhagen
8002886;de:06440:6599;Altenstadt-Höchst
8002888;de:09773:5400;Höchstädt(Donau)
8002891;de:08235:8940;Höfen(Enz) Bf
8002892;de:08115:1003;Höfingen
8002894;de:09184:2240;Höhenkirchen-Siegertsbrunn
8002895;de:07340:8062;Höhmühlbach
8002898;de:09475:10529;Höllenthal
8002899;de:09184:2530;Höllriegelskreuth
8002903;de:06632:209620;Wildeck-Hönebach
8002908;de:09189:41048;Höpfling
8002909;de:02000:86962;Hamburg-Hörgensweg
8002910;de:08216:32828;Hörden
8002912;de:09177:9954;Hörlkofen
8002914;de:09189:41020;Hörpolding
8002915;de:05566:60000;Hörstel
8002916;de:05766:9016;Hörstmar(Lippe)
8002918;de:09671:1197;Hösbach
8002919;de:05158:19528;Hösel
8002920;de:05774:6144;Hövelhof
8002921;de:05774:7253;Hövelriege
8002923;de:05762:7700;Höxter Rathaus
8002924;de:09464:19;Hof Hbf
8002927;de:09464:99001;Hof-Neuhof
8002929;de:10046:8002929;Hofeld
8002930;de:08136:1504;Hofen(b Aalen)
8002931;de:08226:3545;Hoffenheim
8002932;de:05378:38401;Hoffnungsthal
8002933;de:06633:201373;Hofgeismar
8002934;de:06431:1757;Hofheim (Ried)
8002935;de:06436:4199;Hofheim(Taunus)
8002939;de:07132:90397;Hohegrete
8002940;de:09184:2220;Hohenbrunn
8002941;de:05114:21096;Krefeld-Hohenbudberg Chempark
8002944;de:03254:12022;Hoheneggelsen
8002946;de:02000:71951;Hamburg Hoheneichen
8002953;de:05914:2059;Hohenlimburg
8002954;de:09190:90208;Hohenpeißenberg
8002955;de:09184:2560;Hohenschäftlarn
8002956;de:09574:7640;Hohenstadt(Mittelfr)
8002958;de:07331:1635;Hohensülzen
8002959;de:01058:43067;Hohenwestedt
8002962;de:03460:43174;Holdorf(Oldb)
8002967;de:03353:8002967;Holm-Seppensen
8002969;de:03241:9848;Holtensen/Linderte
8002972;de:05558:16685;Rosendahl-Holtwick
8002976;de:05970:10891;Holzhausen(Kr Siegen)
8002978;de:05770:6087;Holzhausen-Heddinghausen
8002979;de:05162:20369;Holzheim(b Neuss)
8002980;de:09182:43227;Holzkirchen
8002988;de:05382:58301;Honrath
8002992;de:05958:31895;Hoppecke
8002994;de:09779:5356;Hoppingen
8002995;de:07134:35409;Hoppstädten(Nahe)
8002998;de:08237:5022;Horb-Heiligenfeld
8003000;de:05766:3382;Horn-Bad Meinberg
8003001;de:08317:18820;Hornberg(Schwarzw)
8003002;de:03359:8003002;Horneburg
8003003;de:01061:44297;Horst(Holst)
8003008;de:03458:44456;Hoykenkamp
8003010;de:08317:14220;Hubacker
8003014;de:08326:6701;Hüfingen Mitte
8003015;de:06633:203423;Hofgeismar-Hümme
8003016;de:06631:11048;Hünfeld
8003018;de:05970:10528;Siegen-Geisweid
8003020;de:05970:10529;Siegen-Weidenau
8003021;de:07232:20614;Hüttingen
8003022;de:08115:7115;Hulb
8003023;de:09189:41071;Hufschlag
8003024;de:09190:41333;Huglfing
8003025;de:08315:6521;Hugstetten
8003030;de:03458:44595;Huntlosen
8003032;de:01059:44628;Husby
8003033;de:08215:32590;Huttenheim
8003034;de:08237:1421;Huzenbach
8003035;de:08317:14370;Ibach
