ASS_NR,VRS_NR,GlobalID/IFOPT,H_Name,H_Provgem,H_ProvOrt,H_KOORX,H_KOORY
330,15254,de:05315:15254,Ebernburgweg,K?ln,Bilderst?ckchen,2565520,5648620
331,15255,de:05315:15255,Alzeyer Str.,K?ln,Bilderst?ckchen,2565145,5648736
332,15257,de:05315:15257,Am Bilderst?ckchen,K?ln,Bilderst?ckchen,2565037,5649075
333,13054,de:05315:13054,Herbert-Lewin-Str. ,K?ln,Lindenthal,2564926,5644607
334,15259,de:05315:15259,Robert-Perthel-Str.,K?ln,Bilderst?ckchen,2564552,5649876
335,15260,de:05315:15260,Longericher Str. Nord,K?ln,Bilderst?ckchen,2564184,5650202
336,15311,de:05315:15311,Mollwitzstr.,K?ln,Weidenpesch,2566676,5649658
337,15312,de:05315:15312,Scheibenstr.,K?ln,Weidenpesch,2566489,5650483
338,15351,de:05315:15351,Nordfriedhof,K?ln,Mauenheim,2566478,5649394
339,15352,de:05315:15352,Nibelungenplatz,K?ln,Mauenheim,2565999,5649280
340,15353,de:05315:15353,Schmiedegasse,K?ln,Mauenheim,2565763,5649518
341,15354,de:05315:15354,Etzelstr.,K?ln,Weidenpesch,2565479,5649647
342,15411,de:05315:15411,Niehl,K?ln,Niehl,2567136,5651502
343,15413,de:05315:15413,Niehl Sebastianstr.,K?ln,Niehl,2567552,5650444
344,54251,de:05382:54251,Ranzel Kirche,Niederkassel,Ranzel,2573007,5633598
345,15451,de:05315:15451,Friedrich-Karl-Str./Niehler Str.,K?ln,Niehl,2567456,5649266
346,15452,de:05315:15452,Drosselweg,K?ln,Niehl,2567517,5649532
347,15453,de:05315:15453,Weidenpescher Str.,K?ln,Niehl,2567704,5649830
348,15454,de:05315:15454,Graditzer Str.,K?ln,Niehl,2567507,5650130
349,15455,de:05315:15455,Merkenicher Str.,K?ln,Niehl,2567544,5650936
350,15456,de:05315:15456,Halfengasse,K?ln,Niehl,2567357,5651235
351,15457,de:05315:15457,Niehler Damm,K?ln,Niehl,2567509,5651460
352,15461,de:05315:15461,Niehl Betriebshof Nord,K?ln,Niehl,2568382,5649305
354,12762,de:05315:12762,St.-Joseph-Kirche,K?ln,Rodenkirchen,2570613,5639485
355,15510,de:05315:15510,Meerfeldstr.,K?ln,Longerich,2564686,5651501
356,15511,de:05315:15511,Longericher Str.,K?ln,Longerich,2564250,5651609
357,15512,de:05315:15512,Longerich Friedhof,K?ln,Longerich,2564019,5651548
358,15501,de:05315:15501,Longerich S-Bahn,K?ln,Longerich,2563322,5651830
359,15553,de:05315:15553,Lindweilerweg,K?ln,Longerich,2563335,5651513
360,15554,de:05315:15554,Dionysstr.,K?ln,Longerich,2563688,5651717
361,15555,de:05315:15555,D?dalusring,K?ln,Longerich,2563663,5650990
362,15611,de:05315:15611,Wilhelm-Sollmann-Str.,K?ln,Longerich,2566117,5651180
363,15612,de:05315:15612,Altonaer Platz,K?ln,Longerich,2565571,5651379
364,15613,de:05315:15613,Herforder Str.,K?ln,Longerich,2565063,5651456
365,15651,de:05315:15651,Bremerhavener Str.,K?ln,Longerich,2565814,5651772
366,15652,de:05315:15652,Esso,K?ln,Longerich,2565285,5652868
367,15711,de:05315:15711,Geestem?nder Str.,K?ln,Niehl,2567100,5652291
368,15712,de:05315:15712,Fordwerke S?d,K?ln,Niehl,2567101,5652732
369,15713,de:05315:15713,Fordwerke Mitte,K?ln,Niehl,2567094,5653403
370,15714,de:05315:15714,Fordwerke Nord,K?ln,Niehl,2567085,5654014
371,66206,de:05314:66206,Bad Godesberg Stadthalle,Bonn,Bad Godesberg,2581912,5616726
372,16051,de:05315:16051,Heinering,K?ln,Pesch,2561291,5651582
373,16052,de:05315:16052,Pesch Schulstr.,K?ln,Pesch,2561087,5651897
374,16053,de:05315:16053,Auweiler,K?ln,Auweiler,2559915,5652287
375,16054,de:05315:16054,Hermann-L?ns-Str.,K?ln,Auweiler,2559945,5652565
376,16055,de:05315:16055,Chorbuschstr.,K?ln,Esch,2560239,5653415
377,16056,de:05315:16056,Esch,K?ln,Esch,2560032,5653533
378,16057,de:05315:16057,Johannes-Prassel-Str.,K?ln,Esch,2559488,5653604
379,16058,de:05315:16058,Sinnersdorfer M?hle,K?ln,Esch,2558631,5653955
380,16061,de:05315:16061,Pescher Weg,K?ln,Pesch,2561974,5651988
381,16062,de:05315:16062,Otto-M?ller-Str.,K?ln,Pesch,2561735,5652062
382,16063,de:05315:16063,Gewerbegebiet Pesch,K?ln,Pesch,2561294,5652495
383,16064,de:05315:16064,Donatusstr.,K?ln,Pesch,2561208,5652742
384,16110,de:05315:16110,Heimersdorf,K?ln,Heimersdorf,2563686,5653382
385,16101,de:05315:16101,Chorweiler,K?ln,Chorweiler,2563050,5654381
386,16151,de:05315:16151,Karl-Marx-Allee,K?ln,Chorweiler,2563485,5654740
387,16152,de:05315:16152,Am Hetzepetsch,K?ln,Seeberg,2564079,5653628
388,16153,de:05315:16153,Herstattallee,K?ln,Seeberg,2563410,5653926
389,16154,de:05315:16154,Zypressenstr.,K?ln,Heimersdorf,2563163,5653433
390,16155,de:05315:16155,Stallagsweg,K?ln,Heimersdorf,2562922,5653194
391,16156,de:05315:16156,Pulheimer Str.,K?ln,Heimersdorf,2563145,5652654
392,16161,de:05315:16161,Marienberger Weg,K?ln,Lindweiler,2562714,5652027
393,16162,de:05315:16162,Lindweilerfeld,K?ln,Lindweiler,2562487,5652367
394,16163,de:05315:16163,Unnauer Weg,K?ln,Lindweiler,2562520,5652750
395,16170,de:05315:16170,Seeberg,K?ln,Seeberg,2564468,5654145
396,16171,de:05315:16171,Merianstr.,K?ln,Chorweiler,2563897,5655078
397,16251,de:05315:16251,F?hlinger Weg,K?ln,Volkhoven/Weiler,2562354,5654303
398,16252,de:05315:16252,Friedhof Chorweiler,K?ln,Volkhoven/Weiler,2561864,5654035
399,16253,de:05315:16253,Blockstr.,K?ln,Volkhoven/Weiler,2561497,5654453
400,16254,de:05315:16254,Wezelostr.,K?ln,Volkhoven/Weiler,2562114,5654405
401,16255,de:05315:16255,Weiler,K?ln,Volkhoven/Weiler,2561958,5654616
402,16201,de:05315:16201,Volkhovener Weg,K?ln,Volkhoven/Weiler,2562732,5653633
403,16351,de:05315:16351,Weichselring,K?ln,Chorweiler,2562928,5654887
404,16451,de:05315:16451,Haus F?hlingen,K?ln,F?hlingen,2563637,5655514
405,16452,de:05315:16452,F?hlingen,K?ln,F?hlingen,2563393,5656079
406,16454,de:05315:16454,Mennweg,K?ln,F?hlingen,2563064,5656839
407,16461,de:05315:16461,Langel F?hre,K?ln,Langel linksrheinisch,2564167,5657915
408,16462,de:05315:16462,Langel Nord,K?ln,Langel linksrheinisch,2564297,5657729
409,16463,de:05315:16463,Langel Mohlenweg,K?ln,Langel linksrheinisch,2564563,5657461
410,16464,de:05315:16464,Langel Kuhlenweg,K?ln,Langel linksrheinisch,2564895,5657207
411,16465,de:05315:16465,Rheinkassel,K?ln,Rheinkassel,2565475,5656450
412,16481,de:05315:16481,Oranjehofstr.,K?ln,Rheinkassel,2565961,5654897
413,16482,de:05315:16482,Rheinlandstr.,K?ln,Rheinkassel,2565173,5655036
414,16483,de:05315:16483,Edsel-Ford-Str.,K?ln,Rheinkassel,2564782,5655428
415,16484,de:05315:16484,Robert-Bosch-Str.,K?ln,Rheinkassel,2564606,5655570
416,16510,de:05315:16510,Merkenich Mitte,K?ln,Merkenich,2566905,5654800
417,16511,de:05315:16511,Merkenich,K?ln,Merkenich,2566541,5655221
418,16551,de:05315:16551,Schlettstadter Str.,K?ln,Merkenich,2566813,5655479
419,16552,de:05315:16552,Kasselberg,K?ln,Kasselberg,2565931,5656145
420,16601,de:05315:16601,Worringen S-Bahn,K?ln,Worringen,2559788,5657803
421,16653,de:05315:16653,Walter-Dodde-Weg,K?ln,Roggendorf,2559737,5657432
422,16654,de:05315:16654,Baptiststr.,K?ln,Roggendorf,2559614,5657236
423,16655,de:05315:16655,Further Str.,K?ln,Roggendorf,2559465,5656823
424,16851,de:05315:16851,Alte R?merstr.,K?ln,Worringen,2561974,5658274
425,16852,de:05315:16852,Worringen S?d,K?ln,Worringen,2561248,5658774
426,16853,de:05315:16853,Sankt-T?nnis-Str.,K?ln,Worringen,2560880,5659238
427,16855,de:05315:16855,Hackhauser Weg,K?ln,Worringen,2560072,5658832
428,16864,de:05315:16864,Wiedenfelder Weg,K?ln,Worringen,2559868,5659172
429,16857,de:05315:16857,Bitterstr.,K?ln,Worringen,2560144,5659683
430,16858,de:05315:16858,Dornstr.,K?ln,Worringen,2560137,5659585
431,16859,de:05315:16859,An den Kaulen,K?ln,Worringen,2560319,5659214
433,18357,de:05315:18357,Rolshover Str.,K?ln,Humboldt/Gremberg,2570340,5644220
434,16873,de:05315:16873,?desheimer Weg,K?ln,Worringen,2560189,5658483
435,16871,de:05315:16871,M?hlenweiher,K?ln,Worringen,2560651,5659240
436,11242,de:05315:11242,Andreaskloster,K?ln,Innenstadt,2567123,5645693
437,17260,de:05315:17260,Ettore-Bugatti-Str.,K?ln,Gremberghoven,2574262,5642033
438,17013,de:05315:17013,Poll Salmstr.,K?ln,Poll,2569861,5642770
439,17014,de:05315:17014,Baumschulenweg,K?ln,Poll,2570366,5642653
440,17051,de:05315:17051,Sch?ttewerk,K?ln,Poll,2569176,5642470
441,17052,de:05315:17052,Alfred-Sch?tte-Allee,K?ln,Poll,2569295,5642290
442,17053,de:05315:17053,Poll Hauptstr.,K?ln,Poll,2569653,5642268
443,17054,de:05315:17054,Im Wasserfeld,K?ln,Poll,2569905,5642250
444,17015,de:05315:17015,Raiffeisenstr.,K?ln,Poll,2569373,5643209
445,17057,de:05315:17057,Poller Holzweg,K?ln,Poll,2570166,5643057
446,17058,de:05315:17058,Taubenholzweg,K?ln,Poll,2570295,5643408
447,17061,de:05315:17061,Z?ndorfer Weg,K?ln,Poll,2570220,5642166
448,17062,de:05315:17062,Siegburger Str.,K?ln,Poll,2569986,5642608
449,17111,de:05315:17111,Westhoven K?lner Str.,K?ln,Westhoven,2571417,5641766
450,17112,de:05315:17112,Westhoven Berliner Str.,K?ln,Westhoven,2572179,5641175
451,17113,de:05315:17113,Ensen Gilgaustr.,K?ln,Ensen,2572583,5640978
452,17114,de:05315:17114,Ensen Kloster,K?ln,Ensen,2573724,5640724
453,17770,de:05315:17770,Albin-K?bis-Stra?e,K?ln,Wahnheide,2577060,5636999
454,17252,de:05315:17252,Hansestr. Ost,K?ln,Gremberghoven,2574991,5642640
455,17253,de:05315:17253,Hansestr.,K?ln,Gremberghoven,2574279,5642445
456,17261,de:05315:17261,Humboldtstr.,K?ln,Porz,2575268,5640129
457,17262,de:05315:17262,Bonner Str.,K?ln,Eil,2575642,5640282
458,17263,de:05315:17263,Eil Kirche,K?ln,Eil,2575887,5640214
459,17264,de:05315:17264,Im Falkenhorst,K?ln,Eil,2576040,5639770
460,17265,de:05315:17265,Eil Heumarer Str.,K?ln,Eil,2575875,5640766
461,17271,de:05315:17271,Maarh?user Weg,K?ln,Eil,2575353,5642132
462,17272,de:05315:17272,Hansestr. S?d,K?ln,Eil,2575833,5641643
463,17273,de:05315:17273,Rudolf-Diesel-Str.,K?ln,Eil,2575789,5641271
464,17274,de:05315:17274,Theodor-Heuss-Str.,K?ln,Finkenberg,2575062,5640735
465,17275,de:05315:17275,Stresemannstr.,K?ln,Finkenberg,2574716,5640725
466,17310,de:05315:17310,Porz Steinstr.,K?ln,Porz,2574362,5640142
467,17311,de:05315:17311,Porz Markt,K?ln,Porz,2574576,5639388
468,17301,de:05315:17301,Bf Porz,K?ln,Porz,2574971,5639154
469,17352,de:05315:17352,Siemensstr.,K?ln,Porz,2575408,5639456
470,17353,de:05315:17353,Kopernikusschule,K?ln,Porz,2575379,5639702
471,17355,de:05315:17355,Feuerwache,K?ln,Urbach,2575552,5638979
474,17455,de:05315:17455,Antoniusstr.,K?ln,Urbach,2576905,5639058
475,17456,de:05315:17456,Waldstr./Akazienweg,K?ln,Grengel,2577292,5638996
476,17457,de:05315:17457,Grengel Mauspfad,K?ln,Grengel,2577700,5638914
477,17458,de:05315:17458,Friedensstr.,K?ln,Grengel,2577302,5638568
478,17459,de:05315:17459,Wiesenweg,K?ln,Grengel,2577332,5638068
479,17461,de:05315:17461,Urbach Friedhof,K?ln,Urbach,2576585,5638666
480,17462,de:05315:17462,Friedrich-Hirsch-Str.,K?ln,Urbach,2576344,5638419
481,17463,de:05315:17463,Elsdorf,K?ln,Elsdorf,2576299,5638011
482,17471,de:05315:17471,Kaserne Nordtor,K?ln,Grengel,2577997,5638055
483,16164,de:05315:16164,Korber Weg,K?ln,Lindweiler,2562506,5652648
484,17454,de:05315:17454,Dorotheenstr.,K?ln,Urbach,2575632,5639551
485,13251,de:05315:13251,Berrenrather Str./G?rtel (Linie 131),K?ln,S?lz,2564879,5642542
486,17613,de:05315:17613,Z?ndorf,K?ln,Z?ndorf,2573896,5637275
487,17651,de:05315:17651,An Sankt Marien,K?ln,Z?ndorf,2574275,5637039
488,17701,de:05315:17701,Wahn S-Bahn,K?ln,Wahn,2576033,5636424
489,17751,de:05315:17751,Wahn Kirche,K?ln,Wahn,2576531,5636347
490,17752,de:05315:17752,Nachtigallenstr.,K?ln,Wahn,2576351,5636979
491,17753,de:05315:17753,Wahn Friedhof,K?ln,Wahn,2576788,5635805
492,17754,de:05315:17754,Linder Kreuz,K?ln,Lind,2577115,5635173
493,17755,de:05315:17755,Troisdorfer Str.,K?ln,Lind,2577555,5635319
494,17756,de:05315:17756,Linder Weg,K?ln,Lind,2577769,5635509
495,17757,de:05315:17757,Linder Mauspfad,K?ln,Lind,2578163,5635641
496,18365,de:05315:18365,Deutzer Ring,K?ln,Humboldt/Gremberg,2569892,5644946
497,17762,de:05315:17762,Libur Kirche,K?ln,Libur,2575378,5634201
498,17763,de:05315:17763,Libur Margaretenstr.,K?ln,Libur,2575626,5634314
499,17771,de:05315:17771,Lucasstr.,K?ln,Wahnheide,2577947,5637289
500,17772,de:05315:17772,Bieselweg,K?ln,Wahnheide,2577521,5637070
502,17774,de:05315:17774,Kornblumenweg,K?ln,Wahn,2576952,5636469
503,17775,de:05315:17775,Guntherstr.,K?ln,Wahnheide,2577511,5636524
509,17781,de:05315:17781,DLR,K?ln,Wahnheide,2578852,5636163
510,17450,de:05315:17450,Urbach Waldstr.,K?ln,Urbach,2576251,5639015
511,17451,de:05315:17451,Urbach Kaiserstr.,K?ln,Urbach,2576115,5639015
512,18010,de:05315:18010,Kalk Post,K?ln,Kalk,2570228,5645171
513,18011,de:05315:18011,Kalk Kapelle,K?ln,Kalk,2570933,5645338
514,18051,de:05315:18051,Eythstr.,K?ln,Kalk,2571093,5645471
515,18052,de:05315:18052,Steinmetzstr.,K?ln,Kalk,2570998,5645833
516,18053,de:05315:18053,Remscheider Str.,K?ln,Kalk,2570842,5646037
517,18110,de:05315:18110,Fuldaer Str.,K?ln,H?henberg,2571916,5645645
518,18111,de:05315:18111,H?henberg Frankfurter Str.,K?ln,H?henberg,2572381,5645672
519,18151,de:05315:18151,M?lheimer Friedhof,K?ln,H?henberg,2571896,5646208
520,18152,de:05315:18152,W?rzburger Str.,K?ln,H?henberg,2571718,5645317
521,18211,de:05315:18211,Vingst,K?ln,Vingst,2571866,5644666
522,18251,de:05315:18251,K?rtenstr.,K?ln,Vingst,2571555,5644183
523,18252,de:05315:18252,Oranienstr.,K?ln,Vingst,2571831,5645051
525,18351,de:05315:18351,Feldbergstr.,K?ln,Humboldt/Gremberg,2569931,5644752
526,18352,de:05315:18352,Weilburger Str.,K?ln,Humboldt/Gremberg,2569918,5644496
527,18353,de:05315:18353,Am Grauen Stein,K?ln,Humboldt/Gremberg,2569793,5643641
528,18354,de:05315:18354,Esserstr.,K?ln,Humboldt/Gremberg,2570124,5644334
530,18359,de:05315:18359,Gremberg,K?ln,Humboldt/Gremberg,2571092,5643884
531,18361,de:05315:18361,Gie?ener Str.,K?ln,Humboldt/Gremberg,2570407,5644765
532,18363,de:05315:18363,Sauerlandstr.,K?ln,Humboldt/Gremberg,2570330,5643915
533,18411,de:05315:18411,Ostheim,K?ln,Ostheim,2573246,5644291
534,18412,de:05315:18412,Autobahn (Stadtbahn),K?ln,Ostheim,2574133,5644068
535,18451,de:05315:18451,Buchheimer Weg,K?ln,Ostheim,2572975,5644778
536,18452,de:05315:18452,Saarbr?cker Str.,K?ln,Ostheim,2573527,5643797
537,18461,de:05315:18461,Servatiusstr.,K?ln,Ostheim,2573658,5644362
538,18462,de:05315:18462,Autobahn (Bus),K?ln,Ostheim,2574250,5644250
539,18510,de:05315:18510,Kalker Friedhof,K?ln,Merheim,2573289,5645770
540,18511,de:05315:18511,Merheim,K?ln,Merheim,2573705,5645949
541,18552,de:05315:18552,Broichstr.,K?ln,Merheim,2573842,5646680
542,18553,de:05315:18553,Bevingsweg,K?ln,Merheim,2573326,5646569
543,18555,de:05315:18555,Ostmerheimer Str.,K?ln,Merheim,2573803,5645771
544,18556,de:05315:18556,Wiehler Str.,K?ln,Br?ck,2574802,5645845
545,18561,de:05315:18561,Gewerbegebiet Broichstr.,K?ln,Merheim,2574540,5646018
546,18610,de:05315:18610,Flehbachstr.,K?ln,Br?ck,2575424,5646372
547,18611,de:05315:18611,Br?ck Mauspfad,K?ln,Br?ck,2575885,5646530
548,18671,de:05315:18671,Erker M?hle,K?ln,Br?ck,2576762,5644720
549,18672,de:05315:18672,Kleinfeldchensweg,K?ln,Br?ck,2576385,5645545
550,18673,de:05315:18673,B?ckebergstr.,K?ln,Br?ck,2576271,5645738
551,18674,de:05315:18674,Olpener Str.,K?ln,Br?ck,2576019,5646154
552,18675,de:05315:18675,Im Langen Bruch,K?ln,Br?ck,2575805,5646883
553,18711,de:05315:18711,Steinweg,K?ln,Rath/Heumar,2575051,5643694
554,18712,de:05315:18712,Porzer Str.,K?ln,Rath/Heumar,2575636,5643478
555,18714,de:05315:18714,R?ttgensweg,K?ln,Rath/Heumar,2576728,5643344
556,18713,de:05315:18713,Rath-Heumar,K?ln,Rath/Heumar,2576122,5643339
557,18715,de:05315:18715,K?nigsforst,K?ln,Rath/Heumar,2577175,5643291
558,18771,de:05315:18771,Schlo? R?ttgen,K?ln,Rath/Heumar,2576093,5642713
559,18772,de:05315:18772,Eiler Str.,K?ln,Rath/Heumar,2576099,5642983
560,18773,de:05315:18773,Alte Forststr.,K?ln,Rath/Heumar,2576773,5642808
561,18775,de:05315:18775,Baldurstr.,K?ln,Rath/Heumar,2577041,5643986
562,18861,de:05315:18861,Europaring,K?ln,Neu-Br?ck,2574795,5645407
563,18862,de:05315:18862,Stra?burger Platz,K?ln,Neu-Br?ck,2574487,5645056
564,18863,de:05315:18863,Ludwig-Quidde-Platz,K?ln,Neu-Br?ck,2574291,5644681
565,18864,de:05315:18864,R?srather Str.,K?ln,Neu-Br?ck,2574624,5644270
566,19664,de:05315:19664,Auguste-Kowalski-Str.,K?ln,D?nnwald,2571913,5652750
567,19011,de:05315:19011,Stegerwaldsiedlung,K?ln,M?lheim,2569815,5646356
568,19012,de:05315:19012,Gr?nstr.,K?ln,M?lheim,2570329,5647189
569,19111,de:05315:19111,Buchforst Waldecker Str.,K?ln,Buchforst,2570666,5646678
570,19211,de:05315:19211,M?lheim Wiener Platz,K?ln,M?lheim,2570593,5647878
571,19232,de:05315:19232,Montanusstr.,K?ln,M?lheim,2571193,5648014
572,19201,de:05315:19201,Bf M?lheim,K?ln,M?lheim,2571270,5647466
573,19252,de:05315:19252,Graf-Adolf-Str.,K?ln,M?lheim,2570976,5647486
574,19253,de:05315:19253,Kieler Str.,K?ln,M?lheim,2570628,5647223
577,19311,de:05315:19311,Buchheim Frankfurter Str.,K?ln,Buchheim,2571300,5646928
578,19312,de:05315:19312,Buchheim Herler Str.,K?ln,Buchheim,2572059,5647463
579,19313,de:05315:19313,Wichheimer Str.,K?ln,Buchheim,2572496,5647871
580,19353,de:05315:19353,Gronauer Str.,K?ln,Buchheim,2572116,5648326
581,17852,de:05315:17852,Rheinbergstr.,K?ln,Porz-Langel,2571462,5635613
582,19351,de:05315:19351,Beuthener Str.,K?ln,Buchheim,2571593,5646574
583,19411,de:05315:19411,Holweide Vischeringstr.,K?ln,Holweide,2573063,5648500
584,19412,de:05315:19412,Maria-Himmelfahrt-Str.,K?ln,Holweide,2573468,5648597
585,19413,de:05315:19413,Neufelder Str. (Krankenhaus Holweide),K?ln,Holweide,2574187,5648791
586,19401,de:05315:19401,Holweide S-Bahn,K?ln,Holweide,2573170,5649520
587,19452,de:05315:19452,Grunerstr.,K?ln,Holweide,2573784,5649500
588,19453,de:05315:19453,K?hz?llerweg,K?ln,Holweide,2573687,5649405
589,19454,de:05315:19454,Gerhart-Hauptmann-Str.,K?ln,Holweide,2573781,5649172
590,19455,de:05315:19455,Buschfeldstr.,K?ln,Holweide,2573104,5649016
591,19461,de:05315:19461,Burgwiesenstr.,K?ln,Holweide,2573340,5648187
592,19462,de:05315:19462,Colonia-Allee,K?ln,Holweide,2573613,5648086
593,19463,de:05315:19463,Schlagbaumsweg,K?ln,Holweide,2573476,5647658
594,19510,de:05315:19510,Dellbr?ck Mauspfad,K?ln,Dellbr?ck,2574844,5649061
595,19511,de:05315:19511,Dellbr?ck Hauptstr.,K?ln,Dellbr?ck,2575533,5649395
596,19512,de:05315:19512,Thielenbruch,K?ln,Dellbr?ck,2576275,5649768
597,18551,de:05315:18551,Eggerbachstr.,K?ln,Merheim,2573829,5647242
598,19571,de:05315:19571,Ostfriedhof,K?ln,Dellbr?ck,2575406,5648183
599,19572,de:05315:19572,Siedlung Mielenforst,K?ln,Dellbr?ck,2575074,5648508
600,19573,de:05315:19573,Thurner Kamp,K?ln,Dellbr?ck,2575509,5648742
601,19575,de:05315:19575,Von-Quadt-Str.,K?ln,Dellbr?ck,2575365,5649608
602,19579,de:05315:19579,Diepeschrather Str.,K?ln,Dellbr?ck,2575016,5650688
603,19580,de:05315:19580,Anemonenweg,K?ln,Dellbr?ck,2575086,5650145
604,19501,de:05315:19501,Dellbr?ck S-Bahn,K?ln,Dellbr?ck,2575197,5650129
605,19611,de:05315:19611,Neurather Weg,K?ln,H?henhaus,2571716,5649785
606,19612,de:05315:19612,Im Weidenbruch,K?ln,H?henhaus,2571853,5649978
607,19613,de:05315:19613,Am Emberg,K?ln,H?henhaus,2572336,5650908
608,19614,de:05315:19614,Leuchterstr.,K?ln,D?nnwald,2572888,5651764
609,19615,de:05315:19615,Odenthaler Str.,K?ln,D?nnwald,2573215,5652308
610,19651,de:05315:19651,Honschaftsstr.,K?ln,H?henhaus,2572489,5650040
611,19652,de:05315:19652,Am Springborn,K?ln,H?henhaus,2572558,5649674
612,19653,de:05315:19653,Jasminweg,K?ln,H?henhaus,2573063,5649784
613,19654,de:05315:19654,Sigwinstr.,K?ln,H?henhaus,2573333,5650166
614,19655,de:05315:19655,Birkenweg,K?ln,H?henhaus,2573163,5650461
615,19656,de:05315:19656,H?hscheider Weg,K?ln,H?henhaus,2573208,5650827
616,19657,de:05315:19657,Lippeweg,K?ln,H?henhaus,2573282,5651259
617,19658,de:05315:19658,Klosterhof,K?ln,D?nnwald,2572543,5652136
618,19659,de:05315:19659,Hildegundweg,K?ln,D?nnwald,2572292,5652246
619,19660,de:05315:19660,Am Portzenacker,K?ln,D?nnwald,2572326,5652621
620,19661,de:05315:19661,Leimbachweg,K?ln,D?nnwald,2572164,5652894
621,15650,de:05315:15650,Paul-Reifenberg-Str.,K?ln,Longerich,2564906,5653519
622,19671,de:05315:19671,Kalkweg,K?ln,D?nnwald,2574144,5651100
623,19672,de:05315:19672,Wildpark,K?ln,D?nnwald,2573620,5651361
624,19673,de:05315:19673,Auf der Aue,K?ln,D?nnwald,2573433,5651853
625,17202,de:05315:17202,Steinstr. S-Bahn,K?ln,Gremberghoven,2574459,5640461
626,19675,de:05315:19675,Mutzbach,K?ln,D?nnwald,2572656,5652035
627,19676,de:05315:19676,Am Wei?en M?nch,K?ln,D?nnwald,2572083,5651936
628,53111,de:05382:53111,Bornheim Rathaus,Bornheim,Mitte,2570798,5625079
629,19682,de:05315:19682,Goldregenweg,K?ln,H?henhaus,2573714,5649872
630,19665,de:05315:19665,Aeltgen-D?nwald-Str.,K?ln,D?nnwald,2571985,5652548
631,19711,de:05315:19711,Keupstr.,K?ln,M?lheim,2570764,5648362
632,19712,de:05315:19712,Von-Sparr-Str.,K?ln,M?lheim,2571084,5648847
633,19713,de:05315:19713,M?lheim Berliner Str.,K?ln,M?lheim,2571315,5649330
634,19751,de:05315:19751,D?nnwalder Str.,K?ln,M?lheim,2570768,5648679
635,19752,de:05315:19752,Von-Lohe-Str.,K?ln,M?lheim,2570698,5649174
636,19753,de:05315:19753,Am Faulbach,K?ln,M?lheim,2570471,5649790
637,19761,de:05315:19761,Neuer M?lheimer Friedhof,K?ln,M?lheim,2570561,5650450
638,19762,de:05315:19762,Bruder-Klaus-Siedlung,K?ln,M?lheim,2570854,5650094
639,19763,de:05315:19763,Von-Galen-Str.,K?ln,M?lheim,2571195,5649790
640,19850,de:05315:19850,Moses-Hess-Str.,K?ln,Stammheim,2570224,5650583
641,19851,de:05315:19851,Stammheimer Ring,K?ln,Stammheim,2570141,5650926
642,19861,de:05315:19861,Bonhoefferstr.,K?ln,Stammheim,2569715,5650561
644,19872,de:05315:19872,Friedhof Stammheim,K?ln,Stammheim,2569669,5650778
645,19873,de:05315:19873,Egonstr.,K?ln,Stammheim,2569283,5651085
646,15158,de:05315:15158,Barbarastr.,K?ln,Riehl,2568784,5648665
647,19951,de:05315:19951,Flittard S?d,K?ln,Flittard,2569999,5651950
648,19952,de:05315:19952,Flittarder Feld,K?ln,Flittard,2569814,5652962
649,19970,de:05315:19970,Am Feldrain,K?ln,Flittard,2568916,5651883
650,19971,de:05315:19971,Edelhofstr.,K?ln,Flittard,2568847,5652201
651,17254,de:05315:17254,Welserstr.,K?ln,Gremberghoven,2574520,5642599
652,17764,de:05315:17764,Nibelungenstr.,K?ln,Lind,2577785,5635922
653,11808,de:05315:11808,Ebertplatz/Riehler Str.,K?ln,Innenstadt,2567427,5646576
654,18360,de:05315:18360,Wiedstr.,K?ln,Humboldt/Gremberg,2570960,5643916
655,31512,de:05378:31512,Im Hoppenkamp,Bergisch Gladbach,Bensberg,2581270,5648155
656,17765,de:05315:17765,Sportplatzstr.,K?ln,Wahnheide,2577650,5636653
657,18401,de:05315:18401,Frankfurter Str.,K?ln,Gremberghoven,2574086,5642783
658,17460,de:05315:17460,Marienplatz,K?ln,Urbach,2576058,5639398
659,14356,de:05315:14356,Vitalisstr. Nord,K?ln,Ehrenfeld,2562912,5646601
